vul_id,repo,fixed_commit_sha,judgement,target_file,target_func,patch_file,patch_func,CWE,vuln_type
CVE-2024-26787,torvalds/linux,6b1ba3f9040be5efc4396d86c9752cdc564730be,FP,drivers/mmc/host/davinci_mmc.c,mmc_davinci_start_dma_transfer,drivers/mmc/host/mmci_stm32_sdmmc.c,sdmmc_idma_error,Unknown,Unknown
CVE-2024-26615,torvalds/linux,dbc153fd3c142909e564bb256da087e13fbf239c,FP,drivers/target/iscsi/iscsi_target_util.c,iscsit_release_cmd,net/smc/smc_diag.c,__smc_diag_dump,Unknown,Unknown
CVE-2016-4794,torvalds/linux,4f996e234dad488e5d9ba0858bc1bae12eff82c3,FP,mm/percpu.c,pcpu_balance_free,mm/percpu.c,pcpu_balance_workfn,Unknown,Unknown
CVE-2023-0386,torvalds/linux,4f11ada10d0ad3fd53e2bd67806351de63a4f9c3,FP,fs/overlayfs/dir.c,ovl_clear_empty,fs/overlayfs/copy_up.c,ovl_copy_up_one,Unknown,Unknown
CVE-2017-16527,torvalds/linux,124751d5e63c823092060074bd0abaae61aaa9c4,FP,sound/usb/fcp.c,fcp_cleanup_urb,sound/usb/mixer.c,snd_usb_mixer_disconnect,Unknown,Unknown
CVE-2024-26659,torvalds/linux,7c4650ded49e5b88929ecbbb631efb8b0838e811,TP,drivers/usb/host/xhci-ring.c,process_bulk_intr_td,drivers/usb/host/xhci-ring.c,process_isoc_td,Unknown,Unknown
CVE-2021-33631,torvalds/linux,5c099c4fdc438014d5893629e70a8ba934433ee8,FP,fs/ext4/inode.c,ext4_do_writepages,fs/ext4/inode.c,ext4_write_end,Unknown,Unknown
CVE-2019-19947,torvalds/linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9,TP,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_send_simple_cmd,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_flush_queue,Unknown,Unknown
CVE-2023-52491,torvalds/linux,206c857dd17d4d026de85866f1b5f0969f2a109e,FP,drivers/media/platform/mediatek/jpeg/mtk_jpeg_core.c,mtk_jpegenc_worker,drivers/media/platform/mediatek/jpeg/mtk_jpeg_core.c,mtk_jpeg_dec_device_run,Unknown,Unknown
CVE-2016-2549,torvalds/linux,2ba1fe7a06d3624f9a7586d672b55f08f7c670f3,FP,drivers/media/platform/mediatek/mdp3/mtk-mdp3-core.c,mdp_resume,sound/core/hrtimer.c,snd_hrtimer_stop,Unknown,Unknown
CVE-2021-47032,torvalds/linux,7dcf3c04f0aca746517a77433b33d40868ca4749,FP,drivers/net/ethernet/3com/3c59x.c,_boomerang_interrupt,drivers/net/wireless/mediatek/mt76/mt7915/mac.c,mt7915_txp_skb_unmap,Unknown,Unknown
CVE-2023-3865,torvalds/linux,5fe7f7b78290638806211046a99f031ff26164e1,FP,fs/smb/server/smb2pdu.c,smb3_check_sign_req,fs/smb/server/smb2misc.c,ksmbd_smb2_check_message,Unknown,Unknown
CVE-2021-46947,torvalds/linux,99ba0ea616aabdc8e26259fd722503e012199a76,FP,drivers/net/ethernet/sfc/efx_channels.c,efx_allocate_msix_channels,drivers/net/ethernet/sfc/efx_channels.c,efx_set_channels,Unknown,Unknown
CVE-2022-3643,torvalds/linux,ad7f402ae4f466647c3a669b8a6f3e5d4271c84a,FP,drivers/net/ethernet/marvell/octeon_ep_vf/octep_vf_rx.c,__octep_vf_oq_process_rx,drivers/net/xen-netback/netback.c,xenvif_tx_submit,Unknown,Unknown
CVE-2018-25015,torvalds/linux,a0ff660058b88d12625a783ce9e5c1371c87951f,TP,net/sctp/socket.c,sctp_wait_for_connect,net/sctp/socket.c,sctp_wait_for_sndbuf,Unknown,Unknown
CVE-2021-46947,torvalds/linux,99ba0ea616aabdc8e26259fd722503e012199a76,FP,drivers/net/ethernet/sfc/siena/efx_channels.c,efx_allocate_msix_channels,drivers/net/ethernet/sfc/efx_channels.c,efx_set_channels,Unknown,Unknown
CVE-2022-23036,torvalds/linux,6b1775f26a2da2b05a6dc8ec2b5d14e9a4701a1a,FP,drivers/xen/grant-table.c,gnttab_handle_deferred,drivers/xen/grant-table.c,gnttab_try_end_foreign_access,Unknown,Unknown
CVE-2021-39685,torvalds/linux,153a2d7e3350cc89d406ba2d35be8793a64c2038,FP,drivers/usb/gadget/function/f_uac1.c,f_audio_setup,drivers/usb/gadget/legacy/dbgp.c,dbgp_setup,Unknown,Unknown
CVE-2024-25744,torvalds/linux,b82a8dbd3d2f4563156f7150c6f2ecab6e960b30,FP,arch/x86/include/asm/ia32.h,ia32_disable,arch/x86/include/asm/ia32.h,ia32_disable,Unknown,Unknown
CVE-2016-5400,torvalds/linux,aa93d1fee85c890a34f2510a310e55ee76a27848,FP,drivers/media/usb/pwc/pwc-if.c,usb_pwc_probe,drivers/media/usb/airspy/airspy.c,airspy_probe,Unknown,Unknown
CVE-2024-26632,torvalds/linux,7bed6f3d08b7af27b7015da8dc3acf2b9c1f21d7,FP,fs/btrfs/extent_io.c,btrfs_bio_is_contig,include/linux/bio.h,bio_first_folio,Unknown,Unknown
CVE-2024-26644,torvalds/linux,7081929ab2572920e94d70be3d332e5c9f97095a,FP,fs/btrfs/defrag.c,btrfs_defrag_root,fs/btrfs/ioctl.c,create_snapshot,Unknown,Unknown
CVE-2023-25012,torvalds/linux,76ca8da989c7d97a7f76c75d475fe95a584439d7,FP,drivers/input/keyboard/lkkbd.c,lkkbd_interrupt,drivers/hid/hid-bigbenff.c,bigben_set_led,Unknown,Unknown
CVE-2021-30178,torvalds/linux,919f4ebc598701670e80e31573a58f1f2d2bf918,FP,arch/x86/kvm/hyperv.c,kvm_hv_flush_tlb,arch/x86/kvm/hyperv.c,synic_get,Unknown,Unknown
CVE-2023-52639,torvalds/linux,fe752331d4b361d43cfd0b89534b4b2176057c32,TP,arch/s390/kvm/kvm-s390.c,kvm_s390_set_mem_control,arch/s390/kvm/vsie.c,acquire_gmap_shadow,Unknown,Unknown
CVE-2021-47022,torvalds/linux,8ab31da7b89f71c4c2defcca989fab7b42f87d71,FP,drivers/net/wireless/mediatek/mt76/mt7996/mac.c,mt7996_mac_reset_work,drivers/net/wireless/mediatek/mt76/mt7615/pci_init.c,mt7615_unregister_device,Unknown,Unknown
CVE-2022-20565,torvalds/linux,bce1305c0ece3dc549663605e567655dd701752c,TP,drivers/hid/i2c-hid/i2c-hid-core.c,i2c_hid_get_report_length,drivers/hid/hid-core.c,hid_output_report,Unknown,Unknown
CVE-2024-26620,torvalds/linux,850fb7fa8c684a4c6bf0e4b6978f4ddcc5d43d11,FP,drivers/s390/crypto/vfio_ap_ops.c,vfio_ap_mdev_cfg_remove,drivers/s390/crypto/vfio_ap_ops.c,vfio_ap_mdev_hot_plug_cfg,Unknown,Unknown
CVE-2022-28356,torvalds/linux,764f4eb6846f5475f1244767d24d25dd86528a4a,FP,net/llc/af_llc.c,llc_ui_autobind,net/llc/af_llc.c,llc_ui_autobind,Unknown,Unknown
CVE-2024-26596,torvalds/linux,844f104790bd69c2e4dbb9ee3eba46fde1fcea7b,FP,net/dsa/user.c,dsa_user_vlan_add,net/dsa/user.c,dsa_user_prechangeupper,Unknown,Unknown
CVE-2016-2188,torvalds/linux,b7321e81fc369abe353cf094d4f0dc2fe11ab95f,FP,drivers/media/usb/hdpvr/hdpvr-core.c,hdpvr_probe,drivers/usb/misc/iowarrior.c,iowarrior_probe,Unknown,Unknown
CVE-2021-47163,torvalds/linux,04c26faa51d1e2fe71cf13c45791f5174c37f986,TP,drivers/usb/renesas_usbhs/fifo.c,usbhsf_dma_prepare_push,net/tipc/udp_media.c,tipc_udp_disable,Unknown,Unknown
CVE-2016-10147,torvalds/linux,48a992727d82cb7db076fa15d372178743b1f4cd,FP,crypto/cryptd.c,cryptd_type_and_mask,crypto/mcryptd.c,mcryptd_check_internal,Unknown,Unknown
CVE-2021-43976,torvalds/linux,04d80663f67ccef893061b49ec8a42ff7045ae84,FP,drivers/net/usb/ax88179_178a.c,ax88179_rx_fixup,drivers/net/wireless/marvell/mwifiex/usb.c,mwifiex_usb_recv,Unknown,Unknown
CVE-2021-20292,torvalds/linux,5de5b6ecf97a021f29403aa272cb4e03318ef586,FP,drivers/gpu/drm/amd/amdgpu/amdgpu_ttm.c,amdgpu_ttm_tt_create,drivers/gpu/drm/nouveau/nouveau_sgdma.c,nouveau_sgdma_create_ttm,Unknown,Unknown
CVE-2023-3312,torvalds/linux,ba5e770c9698782bc203bbf5cf3b36a77720bdbe,FP,drivers/video/fbdev/sh7760fb.c,sh7760fb_probe,drivers/cpufreq/qcom-cpufreq-hw.c,qcom_cpufreq_hw_cpu_exit,Unknown,Unknown
CVE-2023-32269,torvalds/linux,611792920925fb088ddccbe2783c7f92fdfb6b64,FP,net/ax25/af_ax25.c,ax25_listen,net/netrom/af_netrom.c,nr_listen,Unknown,Unknown
CVE-2020-15393,torvalds/linux,28ebeb8db77035e058a510ce9bd17c2b9a009dba,FP,drivers/net/can/usb/esd_usb.c,esd_usb_disconnect,drivers/usb/misc/usbtest.c,usbtest_disconnect,Unknown,Unknown
CVE-2024-26712,torvalds/linux,4a7aee96200ad281a5cc4cf5c7a2e2a49d2b97b0,FP,arch/powerpc/mm/kasan/8xx.c,kasan_init_region,arch/powerpc/mm/kasan/init_32.c,kasan_init_region,Unknown,Unknown
CVE-2023-46813,torvalds/linux,63e44bc52047f182601e7817da969a105aa1f721,FP,arch/x86/boot/compressed/sev.c,vc_ioio_check,arch/x86/boot/compressed/sev.c,fault_in_kernel_space,Unknown,Unknown
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,TP,drivers/net/mctp/mctp-serial.c,mctp_serial_tty_write_wakeup,drivers/net/slip/slip.c,slip_write_wakeup,Unknown,Unknown
CVE-2021-3669,torvalds/linux,20401d1058f3f841f35a594ac2fc1293710e55b9,TP,ipc/shm.c,shm_get_stat,ipc/util.c,sysvipc_find_ipc,Unknown,Unknown
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00,FP,drivers/net/ethernet/marvell/prestera/prestera_router.c,__prestera_router_fib_event,drivers/net/netdevsim/fib.c,nsim_fib_event_schedule_work,Unknown,Unknown
CVE-2018-19406,torvalds/linux,38ab012f109caf10f471db1adf284e620dd8d701,FP,arch/loongarch/kvm/vcpu.c,kvm_get_vcpu_by_cpuid,arch/x86/kvm/lapic.c,kvm_pv_send_ipi,Unknown,Unknown
CVE-2023-42752,torvalds/linux,c3b704d4a4a265660e665df51b129e8425216ed1,FP,net/ipv6/mcast.c,igmp6_send,net/ipv4/igmp.c,igmpv3_newpack,Unknown,Unknown
CVE-2021-47098,torvalds/linux,55840b9eae5367b5d5b29619dc2fb7e4596dba46,FP,drivers/hwmon/tc654.c,_set_pwm,drivers/hwmon/lm90.c,lm90_set_temphyst,Unknown,Unknown
CVE-2020-0429,torvalds/linux,b228a94066406b6c456321d69643b0d7ce11cfa6,FP,net/l2tp/l2tp_core.c,l2tp_session_del_work,net/l2tp/l2tp_core.c,l2tp_session_delete,Unknown,Unknown
CVE-2016-2550,torvalds/linux,415e3d3e90ce9e18727e8843ae343eda5a58fad6,FP,drivers/gpio/gpiolib-cdev.c,lineinfo_changed_func,net/core/scm.c,__scm_destroy,Unknown,Unknown
CVE-2021-46967,torvalds/linux,3a3e0fad16d40a2aa68ddf7eea4acdf48b22dd44,FP,drivers/uio/uio.c,uio_mmap_physical,drivers/vhost/vdpa.c,vhost_vdpa_mmap,Unknown,Unknown
CVE-2024-26619,torvalds/linux,78996eee79ebdfe8b6f0e54cb6dcc792d5129291,FP,fs/btrfs/lru_cache.c,btrfs_lru_cache_remove,arch/riscv/kernel/module.c,add_relocation_to_accumulate,Unknown,Unknown
CVE-2020-25212,torvalds/linux,b4487b93545214a9db8cbf32e86411677b0cca21,FP,fs/nfs/nfs4xdr.c,decode_attr_filehandle,fs/nfs/nfs4xdr.c,decode_attr_security_label,Unknown,Unknown
CVE-2015-3212,torvalds/linux,2d45a02d0166caf2627fe91897c6ffc3b19514c4,FP,net/sctp/socket.c,sctp_setsockopt_auto_asconf,net/sctp/socket.c,sctp_init_sock,Unknown,Unknown
CVE-2022-25636,torvalds/linux,b1a5983f56e371046dcf164f90bfaf704d2b89f6,FP,net/netfilter/nft_fwd_netdev.c,nft_fwd_netdev_offload,net/netfilter/nft_fwd_netdev.c,nft_fwd_netdev_offload_action,Unknown,Unknown
CVE-2023-52598,torvalds/linux,8b13601d19c541158a6e18b278c00ba69ae37829,FP,arch/s390/kernel/ptrace.c,__poke_user,arch/s390/kernel/ptrace.c,__poke_user,Unknown,Unknown
CVE-2021-38200,torvalds/linux,60b7ed54a41b550d50caf7f2418db4a7e75b5bdc,FP,arch/powerpc/perf/core-book3s.c,power_pmu_disable,arch/powerpc/perf/core-book3s.c,perf_instruction_pointer,Unknown,Unknown
CVE-2020-36779,torvalds/linux,2c662660ce2bd3b09dae21a9a9ac9395e1e6c00b,FP,drivers/thermal/k3_bandgap.c,k3_bandgap_probe,drivers/i2c/busses/i2c-stm32f7.c,stm32f7_i2c_reg_slave,Unknown,Unknown
CVE-2020-35499,torvalds/linux,f6b8c6b5543983e9de29dc14716bfa4eb3f157c4,FP,net/bluetooth/iso.c,iso_sock_getsockopt,net/bluetooth/sco.c,sco_sock_getsockopt,Unknown,Unknown
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e,FP,drivers/xen/xenbus/xenbus_comms.c,process_msg,kernel/time/posix-clock.c,posix_clock_release,Unknown,Unknown
CVE-2021-47010,torvalds/linux,8d432592f30fcc34ef5a10aac4887b4897884493,FP,net/ipv4/tcp_cong.c,tcp_set_allowed_congestion_control,net/ipv4/tcp_cong.c,tcp_set_default_congestion_control,Unknown,Unknown
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,TP,net/bluetooth/l2cap_sock.c,l2cap_sock_alloc_skb_cb,net/bluetooth/l2cap_sock.c,l2cap_sock_close_cb,Unknown,Unknown
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,TP,fs/jfs/jfs_imap.c,diFree,fs/jfs/jfs_imap.c,diNewExt,Unknown,Unknown
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,FP,net/bluetooth/hci_sock.c,hci_sock_create,net/nfc/rawsock.c,rawsock_create,Unknown,Unknown
CVE-2020-36691,torvalds/linux,7690aa1cdf7c4565ad6b013b324c28b685505e24,FP,include/net/genetlink.h,genlmsg_parse,lib/nlattr.c,__nla_parse,Unknown,Unknown
CVE-2023-20588,torvalds/linux,77245f1c3c6495521f6a3af082696ee2f8ce3921,FP,arch/x86/kernel/traps.c,DEFINE_IDTENTRY_ERRORCODE,arch/x86/include/asm/processor.h,amd_clear_divider,Unknown,Unknown
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,TP,drivers/net/can/slcan/slcan-core.c,slcan_write_wakeup,drivers/net/can/slcan.c,slcan_write_wakeup,Unknown,Unknown
CVE-2023-52506,torvalds/linux,b795fb9f5861ee256070d59e33130980a01fadd7,FP,arch/mips/kernel/setup.c,bootmem_init,arch/loongarch/kernel/mem.c,memblock_init,Unknown,Unknown
CVE-2020-36386,torvalds/linux,51c19bf3d5cfaa66571e4b88ba2a6f6295311101,FP,net/bluetooth/hci_event.c,hci_extended_inquiry_result_evt,net/bluetooth/hci_event.c,hci_extended_inquiry_result_evt,Unknown,Unknown
CVE-2021-46967,torvalds/linux,3a3e0fad16d40a2aa68ddf7eea4acdf48b22dd44,FP,drivers/char/uv_mmtimer.c,uv_mmtimer_mmap,drivers/vhost/vdpa.c,vhost_vdpa_mmap,Unknown,Unknown
CVE-2023-52582,torvalds/linux,df1c357f25d808e30b216188330e708e09e1a412,FP,fs/netfs/read_collect.c,netfs_collect_read_results,fs/netfs/buffered_read.c,netfs_rreq_unlock_folios,Unknown,Unknown
CVE-2024-26725,torvalds/linux,53c0441dd2c44ee93fddb5473885fd41e4bc2361,FP,drivers/net/wireguard/netlink.c,wg_get_device_dump,drivers/dpll/dpll_netlink.c,dpll_nl_device_get_dumpit,Unknown,Unknown
CVE-2020-27675,torvalds/linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2,FP,drivers/xen/events/events_base.c,mask_ack_pirq,drivers/xen/events/events_base.c,xen_free_irq,Unknown,Unknown
CVE-2021-47020,torvalds/linux,48f17f96a81763c7c8bf5500460a359b9939359f,TP,drivers/soundwire/stream.c,sdw_stream_add_master,drivers/soundwire/stream.c,sdw_stream_add_slave,Unknown,Unknown
CVE-2024-26675,torvalds/linux,cb88cb53badb8aeb3955ad6ce80b07b598e310b8,TP,drivers/net/ppp/ppp_generic.c,ppp_ioctl,drivers/net/ppp/ppp_async.c,ppp_async_ioctl,Unknown,Unknown
CVE-2021-47101,torvalds/linux,8035b1a2a37a29d8c717ef84fca8fe7278bc9f03,FP,drivers/net/usb/asix_devices.c,ax88772_bind,drivers/net/usb/asix_common.c,asix_check_host_enable,Unknown,Unknown
CVE-2016-5400,torvalds/linux,aa93d1fee85c890a34f2510a310e55ee76a27848,TP,drivers/media/usb/msi2500/msi2500.c,msi2500_probe,drivers/media/usb/airspy/airspy.c,airspy_probe,Unknown,Unknown
CVE-2021-47006,torvalds/linux,a506bd5756290821a4314f502b4bafc2afcf5260,FP,kernel/events/core.c,perf_event_alloc,arch/arm/kernel/hw_breakpoint.c,breakpoint_handler,Unknown,Unknown
CVE-2024-1151,torvalds/linux,6e2f90d31fe09f2b852de25125ca875aabd81367,FP,net/openvswitch/flow_netlink.c,ovs_nla_free_nested_actions,net/openvswitch/flow_netlink.c,__ovs_nla_copy_actions,Unknown,Unknown
CVE-2019-15925,torvalds/linux,04f25edb48c441fc278ecc154c270f16966cbb90,FP,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_tm.c,hclge_tm_schd_mode_tc_base_cfg,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_tm.c,hclge_tm_schd_mode_vnet_base_cfg,Unknown,Unknown
CVE-2023-0597,torvalds/linux,97e3d26b5e5f371b3ee223d94dd123e6c442ba80,TP,arch/x86/include/asm/kmsan.h,arch_kmsan_get_meta_or_null,arch/x86/mm/cpu_entry_area.c,get_cpu_entry_area,Unknown,Unknown
CVE-2023-52490,torvalds/linux,d1adb25df7111de83b64655a80b5a135adbded61,FP,mm/migrate.c,migrate_huge_page_move_mapping,mm/migrate.c,__migrate_folio_record,Unknown,Unknown
CVE-2021-47133,torvalds/linux,5ad755fd2b326aa2bc8910b0eb351ee6aece21b1,FP,drivers/usb/gadget/function/uvc_video.c,uvcg_video_pump,drivers/hid/amd-sfh-hid/amd_sfh_client.c,amd_sfh_work,Unknown,Unknown
CVE-2021-46941,torvalds/linux,f88359e1588b85cf0e8209ab7d6620085f3441d9,FP,drivers/usb/dwc3/core.c,dwc3_core_init_mode,drivers/usb/dwc3/core.c,dwc3_probe,Unknown,Unknown
CVE-2024-26734,torvalds/linux,def689fc26b9a9622d2e2cb0c4933dd3b1c8071c,FP,net/xdp/xsk.c,xsk_init,net/devlink/core.c,devlink_init,Unknown,Unknown
CVE-2022-23042,torvalds/linux,66e3531b33ee51dad17c463b4d9c9f52e341503d,FP,net/9p/trans_xen.c,xen_9pfs_front_free,drivers/net/xen-netfront.c,xennet_get_responses,Unknown,Unknown
CVE-2024-26587,torvalds/linux,ea937f77208323d35ffe2f8d8fc81b00118bfcda,FP,drivers/net/netdevsim/netdev.c,nsim_init_netdevsim,drivers/net/netdevsim/netdev.c,nsim_exit_netdevsim,Unknown,Unknown
CVE-2022-47942,torvalds/linux,8f0541186e9ad1b62accc9519cc2b7a7240272a7,TP,fs/smb/client/cifsacl.c,replace_sids_and_copy_aces,fs/ksmbd/smbacl.c,set_ntacl_dacl,Unknown,Unknown
CVE-2019-15925,torvalds/linux,04f25edb48c441fc278ecc154c270f16966cbb90,FP,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_tm.c,hclge_tm_pri_vnet_base_shaper_pri_cfg,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_tm.c,hclge_tm_schd_mode_vnet_base_cfg,Unknown,Unknown
CVE-2023-35826,torvalds/linux,50d0a7aea4809cef87979d4669911276aa23b71f,FP,drivers/media/platform/samsung/s5p-g2d/g2d.c,g2d_remove,drivers/staging/media/sunxi/cedrus/cedrus.c,cedrus_remove,Unknown,Unknown
CVE-2019-19947,torvalds/linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9,FP,drivers/net/wireless/marvell/mwl8k.c,mwl8k_load_fw_image,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_flush_queue,Unknown,Unknown
CVE-2024-26689,torvalds/linux,cda4672da1c26835dcbd7aec2bfed954eda9b5ef,FP,fs/ceph/caps.c,__send_flush_snap,fs/ceph/caps.c,__prep_cap,Unknown,Unknown
CVE-2016-4470,torvalds/linux,38327424b40bcebe2de92d07312c89360ac9229a,FP,security/keys/request_key.c,construct_alloc_key,security/keys/key.c,key_reject_and_link,Unknown,Unknown
CVE-2020-0255,torvalds/linux,fb73974172ffaaf57a7c42f35424d9aece1a5af6,FP,net/ipv4/udp.c,udp_send_skb,security/selinux/hooks.c,selinux_netlink_send,Unknown,Unknown
CVE-2024-26799,torvalds/linux,1382d8b55129875b2e07c4d2a7ebc790183769ee,FP,sound/soc/qcom/lpass-platform.c,lpass_platform_pcmops_hw_params,sound/soc/qcom/lpass-cdc-dma.c,lpass_cdc_dma_daiops_trigger,Unknown,Unknown
CVE-2023-3772,torvalds/linux,00374d9b6d9f932802b55181be9831aa948e5b7c,FP,net/xfrm/xfrm_replay.c,xfrm_replay_notify_esn,net/xfrm/xfrm_user.c,xfrm_update_ae_params,Unknown,Unknown
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,FP,tools/testing/nvdimm/test/nfit.c,nfit_test_init,fs/cifs/smb2ops.c,smb2_ioctl_query_info,Unknown,Unknown
CVE-2020-1749,torvalds/linux,6c8991f41546c3c472503dff1ea9daaddf9331c2,函数不存在,net/ipv6/ip6_output.c,ip6_dst_lookup,net/ipv6/addrconf_core.c,eafnosupport_ipv6_dst_lookup_flow,Unknown,Unknown
CVE-2021-46961,torvalds/linux,a97709f563a078e259bf0861cd259aa60332890a,TP,drivers/irqchip/irq-gic-v3.c,__gic_handle_irq_from_irqson,drivers/irqchip/irq-gic-v3.c,gic_handle_irq,Unknown,Unknown
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,FP,arch/x86/kernel/cpu/vmware.c,vmware_paravirt_ops_setup,arch/x86/kernel/kvm.c,kvm_guest_init,Unknown,Unknown
CVE-2022-1975,torvalds/linux,4071bf121d59944d5cd2238de0642f3d7995a997,TP,net/nfc/netlink.c,se_io_cb,net/nfc/netlink.c,nfc_genl_fw_download_done,Unknown,Unknown
CVE-2023-3106,torvalds/linux,1ba5bf993c6a3142e18e68ea6452b347f9cb5635,FP,net/xfrm/xfrm_user.c,xfrm_dump_policy_done,net/xfrm/xfrm_user.c,xfrm_dump_sa_done,Unknown,Unknown
CVE-2023-4563,torvalds/linux,24138933b97b055d486e8064b4a1721702442a9b,FP,net/netfilter/nft_set_pipapo.c,nft_pipapo_lookup,net/netfilter/nft_set_pipapo.c,pipapo_get,Unknown,Unknown
CVE-2020-0430,torvalds/linux,58990d1ff3f7896ee341030e9a7c2e4002570683,FP,kernel/bpf/verifier.c,check_kfunc_args,kernel/bpf/verifier.c,check_ctx_reg,Unknown,Unknown
CVE-2023-35823,torvalds/linux,30cf57da176cca80f11df0d9b7f71581fe601389,FP,drivers/media/pci/saa7134/saa7134-alsa.c,snd_card_saa7134_hw_free,drivers/media/pci/saa7134/saa7134-video.c,saa7134_video_fini,Unknown,Unknown
CVE-2022-1734,torvalds/linux,d270453a0d9ec10bb8a802a142fb1b3601a83098,TP,drivers/nfc/nfcmrvl/uart.c,nfcmrvl_nci_uart_tx_start,drivers/nfc/nfcmrvl/main.c,nfcmrvl_nci_unregister_dev,Unknown,Unknown
CVE-2021-33061,torvalds/linux,008ca35f6e87be1d60b6af3d1ae247c6d5c2531d,FP,drivers/net/ethernet/intel/igc/igc_ethtool.c,igc_ethtool_get_priv_flags,drivers/net/ethernet/intel/ixgbe/ixgbe_ethtool.c,ixgbe_get_priv_flags,Unknown,Unknown
CVE-2021-47020,torvalds/linux,48f17f96a81763c7c8bf5500460a359b9939359f,FP,drivers/soundwire/stream.c,sdw_stream_add_slave,drivers/soundwire/stream.c,sdw_stream_add_slave,Unknown,Unknown
CVE-2023-2177,torvalds/linux,181d8d2066c000ba0a0e6940a7ad80f1a0e68e9d,FP,net/sctp/stream.c,sctp_process_strreset_addstrm_in,net/sctp/stream.c,sctp_stream_init,Unknown,Unknown
CVE-2022-24958,torvalds/linux,89f3594d0de58e8a57d92d497dea9fee3d4b9cda,FP,drivers/media/pci/cx23885/cx23885-core.c,cx23885_initdev,drivers/usb/gadget/legacy/inode.c,dev_config,Unknown,Unknown
CVE-2023-3865,torvalds/linux,5fe7f7b78290638806211046a99f031ff26164e1,FP,fs/smb/server/smb2pdu.c,smb2_check_sign_req,fs/smb/server/smb2misc.c,ksmbd_smb2_check_message,Unknown,Unknown
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,FP,drivers/net/slip/slip.c,slip_open,drivers/net/tun.c,tun_set_iff,Unknown,Unknown
CVE-2024-26665,torvalds/linux,d75abeec401f8c86b470e7028a13fcdc87e5dd06,FP,net/sched/act_csum.c,tcf_csum_ipv6_icmp,net/ipv4/ip_tunnel_core.c,iptunnel_pmtud_build_icmpv6,Unknown,Unknown
CVE-2021-47029,torvalds/linux,c996f0346e40e3b1ac2ebaf0681df898fb157f60,FP,drivers/net/wireless/mediatek/mt76/mt7925/mcu.c,mt7925_mcu_bss_basic_tlv,drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.c,mt76_connac_mcu_uni_add_dev,Unknown,Unknown
CVE-2020-36691,torvalds/linux,7690aa1cdf7c4565ad6b013b324c28b685505e24,FP,include/net/netlink.h,nla_validate_deprecated,lib/nlattr.c,__nla_validate,Unknown,Unknown
CVE-2022-41674,torvalds/linux,aebe9f4639b13a1f4e9a6b42cdd2e38c617b442d,FP,net/mac80211/mesh.c,mesh_add_rsn_ie,net/wireless/scan.c,cfg80211_update_notlisted_nontrans,Unknown,Unknown
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00,FP,drivers/net/netdevsim/fib.c,nsim_fib_event_schedule_work,drivers/net/netdevsim/fib.c,nsim_fib_flush_work,Unknown,Unknown
CVE-2017-18241,torvalds/linux,d4fdf8ba0e5808ba9ad6b44337783bd9935e0982,函数不存在,fs/f2fs/super.c,f2fs_remount,fs/f2fs/segment.c,build_segment_manager,Unknown,Unknown
CVE-2020-35513,torvalds/linux,880a3a5325489a143269a8e172e7563ebf9897bc,FP,fs/nfsd/nfs4proc.c,nfsd4_create,fs/nfsd/nfs4xdr.c,nfsd4_decode_open,Unknown,Unknown
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00,FP,drivers/net/netdevsim/fib.c,nsim_fib_event_work,drivers/net/netdevsim/fib.c,nsim_fib_flush_work,Unknown,Unknown
CVE-2022-42720,torvalds/linux,0b7808818cb9df6680f98996b8e9a439fa7bcc2f,FP,net/wireless/scan.c,cfg80211_inform_single_bss_data,net/wireless/scan.c,cfg80211_inform_single_bss_data,Unknown,Unknown
