vul_id,repo,judgement,fixed_commit_sha,target_func,target_file,vuln_type,CWE,patch_file,patch_func
CVE-2022-28073,radareorg/radare2,TP,59a9dfb60acf8b5c0312061cffd9693fc9526053,emulateSyscallPrelude,libr/core/cmd_search.inc.c,Use After Free,CWE-416,libr/core/anal_tp.c,r_core_anal_type_match
CVE-2021-4202,torvalds/linux,FP,86cdf8e38792545161dbe3350a7eced558ba4d15,msft_cancel_address_filter_sync,net/bluetooth/msft.c,Race Condition,CWE-362,net/nfc/nci/core.c,nci_request
CVE-2023-52612,torvalds/linux,FP,744e1885922a9943458954cfea917b31064b4131,scomp_acomp_comp_decomp,crypto/scompress.c,Buffer Overflow,CWE-120,crypto/scompress.c,scomp_acomp_comp_decomp
CVE-2020-14416,torvalds/linux,TP,0ace17d56824165c7f4c68785d6b58971db954dd,slcan_write_wakeup,drivers/net/can/slcan/slcan-core.c,Race Condition,CWE-362,drivers/net/can/slcan.c,slcan_write_wakeup
CVE-2023-3106,torvalds/linux,FP,1ba5bf993c6a3142e18e68ea6452b347f9cb5635,xfrm_dump_policy_done,net/xfrm/xfrm_user.c,Null Pointer Dereference,CWE-476,net/xfrm/xfrm_user.c,xfrm_dump_sa_done
CVE-2023-0461,torvalds/linux,FP,2c02d41d71f90a5168391b6a5f2954112ba2307c,mptcp_set_state,net/mptcp/protocol.c,Unknown,CWE-416,net/ipv4/inet_connection_sock.c,inet_csk_listen_start
CVE-2020-25666,ImageMagick/ImageMagick,TP,94691f00839dbdf43edb1508af945ab19b388573,DominantColorCompare,MagickCore/quantize.c,Integer Overflow,CWE-190,MagickCore/histogram.c,HistogramCompare
CVE-2023-52629,torvalds/linux,FP,246f80a0b17f8f582b2c0996db02998239057c65,sysrq_disconnect,drivers/tty/sysrq.c,Use After Free,CWE-416,arch/sh/drivers/push-switch.c,switch_drv_remove
OSV-2024-142,gpac/gpac,TP,57f3ff863669c8eb8edfabd68021d560900d6c68,txtin_process_texml,src/filters/load_text.c,Unknown,CWE-457,src/filters/load_text.c,txtin_setup_ttxt
CVE-2020-22023,FFmpeg/FFmpeg,FP,ab0b268bb78ccd5ba4411594ae74a368ad2186e1,chroma,libavfilter/vf_waveform.c,Unknown,CWE-787,libavfilter/vf_bitplanenoise.c,filter_frame
CVE-2022-2327,torvalds/linux,FP,44526bedc2ff8fcd58552e3c5bae928524b6f13c,io_init_req,io_uring/io_uring.c,Unknown,CWE-415,fs/io_uring.c,io_init_req
CVE-2016-7530,ImageMagick/ImageMagick,FP,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,ReadMIFFImage,coders/miff.c,Unknown,CWE-369,MagickCore/quantum.c,GetQuantumExtent
CVE-2016-7515,ImageMagick/ImageMagick,TP,2ad6d33493750a28a5a655d319a8e0b16c392de1,ReadDIBImage,coders/dib.c,Out-of-bounds Read,CWE-125,coders/rle.c,ReadRLEImage
CVE-2024-26748,torvalds/linux,TP,5fd9e45f1ebcd57181358af28506e8a661a260b3,cdns2_gadget_giveback,drivers/usb/gadget/udc/cdns2/cdns2-gadget.c,Double Free,CWE-415,drivers/usb/cdns3/cdns3-gadget.c,cdns3_gadget_giveback
CVE-2018-20467,ImageMagick/ImageMagick,TP,db0add932fb850d762b02604ca3053b7d7ab6deb,ReadPCXImage,coders/pcx.c,Unknown,CWE-835,coders/bmp.c,ReadBMPImage
CVE-2021-3490,torvalds/linux,FP,049c4e13714ecbca567b4d5f6d563f05d431c80e,scalar_min_max_and,kernel/bpf/verifier.c,Out-of-bounds Read,CWE-125,kernel/bpf/verifier.c,scalar32_min_max_xor
CVE-2023-0266,torvalds/linux,FP,56b88b50565cd8b946a2d00b0c83927b7ebb055e,snd_wm8776_activate_ctl,sound/pci/ice1712/wm8776.c,Use After Free,CWE-416,sound/core/control.c,snd_ctl_elem_read
CVE-2020-12352,torvalds/linux,FP,eddb7732119d53400f48a02536a84c509692faa8,l2cap_sig_send_rej,net/bluetooth/l2cap_core.c,Information Exposure,CWE-909,net/bluetooth/a2mp.c,a2mp_chan_recv_cb
CVE-2022-1516,torvalds/linux,FP,7781607938c8371d4c2b243527430241c62e39c2,nr_kill_by_device,net/netrom/af_netrom.c,Null Pointer Dereference,CWE-476,net/x25/af_x25.c,x25_kill_by_neigh
CVE-2017-15931,radareorg/radare2,FP,c6d0076c924891ad9948a62d89d0bcdaf965f0cd,_maybe_parse_aux_ver_needed_info,libr/bin/format/elf/elf.c,Out-of-bounds Read,CWE-125,libr/bin/format/elf/elf.c,store_versioninfo_gnu_verneed
CVE-2022-1516,torvalds/linux,TP,7781607938c8371d4c2b243527430241c62e39c2,rose_kill_by_neigh,net/rose/af_rose.c,Null Pointer Dereference,CWE-476,net/x25/af_x25.c,x25_kill_by_neigh
CVE-2021-47151,torvalds/linux,TP,a00593737f8bac2c9e97b696e7ff84a4446653e8,rx51_soc_probe,sound/soc/ti/rx51.c,Resource Leak,CWE-401,drivers/interconnect/qcom/bcm-voter.c,of_bcm_voter_get
CVE-2020-15393,torvalds/linux,FP,28ebeb8db77035e058a510ce9bd17c2b9a009dba,ds_disconnect,drivers/w1/masters/ds2490.c,Memory Leak,CWE-401,drivers/usb/misc/usbtest.c,usbtest_disconnect
CVE-2023-52573,torvalds/linux,FP,f1d95df0f31048f1c59092648997686e3f7d9478,smbd_conn_upcall,fs/smb/client/smbdirect.c,Null Pointer Dereference,CWE-476,net/rds/rdma_transport.c,rds_rdma_cm_event_handler_cmn
CVE-2022-3964,FFmpeg/FFmpeg,TP,92f9b28ed84a77138105475beba16c146bdaf984,rpza_decode_stream,libavcodec/rpza.c,Out-of-bounds Read,CWE-119,libavcodec/rpzaenc.c,rpza_encode_stream
CVE-2021-4043,gpac/gpac,TP,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,segr_box_del,src/isomedia/box_code_base.c,Null Pointer Dereference,CWE-476,src/isomedia/box_code_base.c,gitn_box_del
CVE-2024-26702,torvalds/linux,TP,792595bab4925aa06532a14dd256db523eb4fa5e,rm3100_get_samp_freq,drivers/iio/magnetometer/rm3100-core.c,Out-of-bounds Read,CWE-125,drivers/iio/magnetometer/rm3100-core.c,rm3100_common_probe
CVE-2020-27767,ImageMagick/ImageMagick,TP,564f2a35e523e2b6cce9485018157f03ec05a947,ScaleMapToQuantum,MagickCore/quantum-private.h,Integer Overflow,CWE-190,MagickCore/quantum.h,ClampToQuantum
OSV-2023-452,LibreDWG/libredwg,TP,8027830aac4625a96b70b645fbbb4ccb625f781e,json_acis_data,src/in_json.c,Buffer Overflow,CWE-170,src/in_json.c,json_fixed_string
CVE-2024-26620,torvalds/linux,FP,850fb7fa8c684a4c6bf0e4b6978f4ddcc5d43d11,vfio_ap_filter_apid_by_qtype,drivers/s390/crypto/vfio_ap_ops.c,Logic Error,CWE-787,drivers/s390/crypto/vfio_ap_ops.c,vfio_ap_mdev_filter_matrix
CVE-2016-10061,ImageMagick/ImageMagick,TP,4e914bbe371433f0590cefdf3bd5f3a5710069f9,ReadPWPImage,coders/pwp.c,Logic Error,CWE-252,coders/tiff.c,ReadGROUP4Image
CVE-2020-11647,wireshark/wireshark,FP,6f56fc9496db158218243ea87e3660c874a0bab0,dissect_bacapp,epan/dissectors/packet-bacapp.c,Recursion Error,CWE-674,epan/dissectors/packet-bacapp.c,dissect_bacapp
CVE-2024-26588,torvalds/linux,FP,36a87385e31c9343af9a4756598e704741250a67,print_bpf_insn,kernel/bpf/disasm.c,Out-of-bounds Read,CWE-119,arch/loongarch/net/bpf_jit.c,build_insn
CVE-2021-31256,gpac/gpac,TP,2da2f68bffd51d89b1d272d22aa8cc023c1c066e,stbl_SetChunkOffset,src/isomedia/stbl_write.c,Out-of-bounds Read,CWE-401,src/isomedia/stbl_read.c,stbl_GetSampleInfos
CVE-2021-3610,ImageMagick/ImageMagick,FP,930ff0d1a9bc42925a7856e9ea53f5fc9f318bf3,ReadTIFFImage,coders/tiff.c,Unknown,CWE-787,coders/tiff.c,ReadTIFFImage
CVE-2024-31585,FFmpeg/FFmpeg,FP,81df787b53eb5c6433731f6eaaf7f2a94d8a8c80,uninit,libavfilter/af_axcorrelate.c,Logic Error,CWE-193,libavfilter/avf_showspectrum.c,uninit
CVE-2015-0239,torvalds/linux,FP,f3747379accba8e95d70cec0eae0582c8c182050,em_sysexit,arch/x86/kvm/emulate.c,Privilege Escalation,CWE-269,arch/x86/kvm/emulate.c,em_sysenter
CVE-2022-1383,radareorg/radare2,TP,1dd65336f0f0c351d6ea853efcf73cf9c0030862,resolve_syscalls,libr/bin/p/bin_xnu_kernelcache.c,Out-of-bounds Read,CWE-787,libr/bin/format/mach0/coresymbolication.c,r_coresym_cache_element_new
CVE-2022-0001,torvalds/linux,FP,d45476d9832409371537013ebdd8dc1a7781f97a,spectre_v2_select_rsb_mitigation,arch/x86/kernel/cpu/bugs.c,Information Exposure,CWE-200,arch/x86/kernel/cpu/bugs.c,spectre_v2_select_mitigation
CVE-2022-0476,radareorg/radare2,TP,27fe8031782d3a06c3998eaa94354867864f9f1b,read_memory64_list,libr/bin/format/mdmp/mdmp.c,Resource Exhaustion,CWE-400,libr/bin/format/mdmp/mdmp.c,read_module
CVE-2016-3137,torvalds/linux,TP,c55aee1bf0e6b6feec8b2927b43f7a09a6d5f754,belkin_sa_open,drivers/usb/serial/belkin_sa.c,Null Pointer Dereference,CWE-476,drivers/usb/serial/cypress_m8.c,cypress_open
CVE-2021-47032,torvalds/linux,FP,7dcf3c04f0aca746517a77433b33d40868ca4749,iwl_txq_gen2_tfd_unmap,drivers/net/wireless/intel/iwlwifi/pcie/tx-gen2.c,Unknown,CWE-401,drivers/net/wireless/mediatek/mt76/mt7915/mac.c,mt7915_txp_skb_unmap
CVE-2021-0935,torvalds/linux,TP,2f987a76a97773beafbc615b9c4d8fe79129a7f4,tcp_v4_connect,net/ipv4/tcp_ipv4.c,Use After Free,CWE-416,net/ipv6/datagram.c,__ip6_datagram_connect
CVE-2016-7529,ImageMagick/ImageMagick,FP,a2e1064f288a353bc5fef7f79ccb7683759e775c,ReadFLIFImage,coders/flif.c,Unknown,CWE-125,coders/xcf.c,load_tile
CVE-2021-47178,torvalds/linux,TP,70ca3c57ff914113f681e657634f7fbfa68e1ad1,mpic_processor_id,arch/powerpc/sysdev/mpic.c,Logic Error,CWE-459,drivers/target/target_core_transport.c,__target_init_cmd
CVE-2022-3222,gpac/gpac,TP,4e7736d7ec7bf64026daa611da951993bb42fdaf,SFS_CompoundExpression,src/bifs/script_dec.c,Recursion Error,CWE-674,src/bifs/script_dec.c,SFS_Params
CVE-2023-4622,torvalds/linux,FP,57d44a354a43edba4ef9963327d4657d12edbfbc,__ip6_append_data,net/ipv6/ip6_output.c,Use After Free,CWE-416,net/unix/af_unix.c,unix_stream_sendpage
CVE-2016-7537,ImageMagick/ImageMagick,TP,6d202a0514fb6a406456b8b728cde776becb25f8,WritePALMImage,coders/palm.c,Out-of-bounds Read,CWE-125,coders/pdb.c,WritePDBImage
CVE-2021-33631,torvalds/linux,TP,5c099c4fdc438014d5893629e70a8ba934433ee8,ext4_journalled_write_end,fs/ext4/inode.c,Race Condition,CWE-190,fs/ext4/inode.c,ext4_write_end
CVE-2022-1035,gpac/gpac,TP,3718d583c6ade191dc7979c64f48c001ca6f0243,gf_dump_vrml_field,src/scene_manager/scene_dump.c,Null Pointer Dereference,CWE-476,src/scene_manager/scene_dump.c,gf_dump_vrml_simple_field
CVE-2015-1350,torvalds/linux,TP,030b533c4fd4d2ec3402363323de4bb2983c9cee,smack_inode_setattr,security/smack/smack_lsm.c,Unknown,CWE-552,fs/attr.c,setattr_prepare
CVE-2022-0519,radareorg/radare2,FP,6c4428f018d385fc80a33ecddcb37becea685dd5,r_bin_java_code_attr_new,shlr/java/class.c,Out-of-bounds Read,CWE-119,shlr/java/class.c,r_bin_java_synthetic_attr_new
CVE-2023-52599,torvalds/linux,TP,49f9637aafa6e63ba686c13cb8549bf5e6920402,diAllocBit,fs/jfs/jfs_imap.c,Unknown,CWE-129,fs/jfs/jfs_imap.c,diNewExt
CVE-2020-12465,torvalds/linux,FP,b102f0c522cf668c8382c56a4f771b37d011cda2,wx_build_skb,drivers/net/ethernet/wangxun/libwx/wx_lib.c,Buffer Overflow,CWE-120,drivers/net/wireless/mediatek/mt76/dma.c,mt76_add_fragment
CVE-2022-0519,radareorg/radare2,TP,6c4428f018d385fc80a33ecddcb37becea685dd5,r_bin_java_deprecated_attr_new,shlr/java/class.c,Out-of-bounds Read,CWE-119,shlr/java/class.c,r_bin_java_synthetic_attr_new
OSV-2018-68,libarchive/libarchive,FP,3614747af54e60229a2bf11e8f40e1b975cc9ae6,process_block,libarchive/archive_read_support_format_rar5.c,Out-of-bounds Read,CWE-125,libarchive/archive_read_support_format_rar5.c,parse_tables
CVE-2021-3640,torvalds/linux,TP,99c23da0eed4fd20cae8243f2b51e10e66aa0951,__vsock_connectible_recvmsg,net/vmw_vsock/af_vsock.c,Race Condition,CWE-362,net/bluetooth/sco.c,sco_sock_sendmsg
CVE-2021-31261,gpac/gpac,TP,cd3738dea038dbd12e603ad48cd7373ae0440f65,gf_media_change_par,src/media_tools/isom_tools.c,Memory Leak,CWE-119,src/media_tools/isom_hinter.c,gf_hinter_track_new
CVE-2020-10767,torvalds/linux,FP,21998a351512eba4ed5969006f0c55882d995ada,spectre_v2_user_select_mitigation,arch/x86/kernel/cpu/bugs.c,Logic Error,CWE-440,arch/x86/kernel/cpu/bugs.c,stibp_state
CVE-2022-1882,torvalds/linux,FP,353f7988dd8413c47718f7ca79c030b6fb62cfe5,watch_queue_clear,kernel/watch_queue.c,Use After Free,CWE-416,kernel/watch_queue.c,remove_watch_from_object
CVE-2023-39198,torvalds/linux,FP,c611589b4259ed63b9b77be6872b1ce07ec0ac16,nouveau_display_dumb_create,drivers/gpu/drm/nouveau/nouveau_display.c,Use After Free,CWE-416,drivers/gpu/drm/qxl/qxl_ioctl.c,qxl_alloc_ioctl
CVE-2021-47011,torvalds/linux,FP,9f38f03ae8d5f57371b71aa6b4275765b65454fd,obj_stock_flush_required,mm/memcontrol.c,Unknown,CWE-416,mm/memcontrol.c,drain_obj_stock
CVE-2023-0760,gpac/gpac,FP,ea7395f39f601a7750d48d606e9d10ea0b7beefe,bxml_box_read,src/isomedia/box_code_meta.c,Unknown,CWE-122,src/isomedia/box_code_base.c,sgpd_parse_entry
CVE-2022-0168,torvalds/linux,FP,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,smb2_query_info_compound,fs/smb/client/smb2ops.c,Null Pointer Dereference,CWE-476,fs/cifs/smb2ops.c,smb2_ioctl_query_info
CVE-2021-29648,torvalds/linux,FP,350a5c4dd2452ea999cc5e1d4a8dbf12de2f97ef,bpf_object__create_map,tools/lib/bpf/libbpf.c,Uninitialized Use,CWE-307,kernel/bpf/syscall.c,map_create
OSV-2023-1149,LibreDWG/libredwg,FP,774894c13e511318215a888eb483d76282a18ed1,dwg_encode_variable_type,src/encode.c,Buffer Overflow,CWE-122,src/bits.c,bit_advance_position
CVE-2021-30019,gpac/gpac,TP,22774aa9e62f586319c8f107f5bae950fed900bc,mhas_dmx_process,src/filters/reframe_mhas.c,Buffer Overflow,CWE-787,src/filters/reframe_adts.c,adts_dmx_process
CVE-2015-2304,libarchive/libarchive,FP,59357157706d47c365b2227739e17daba3607526,DEFINE_TEST,libarchive/test/test_write_disk_secure745.c,Path Traversal,CWE-22,libarchive/test/test_write_disk_secure.c,DEFINE_TEST
CVE-2021-42252,torvalds/linux,FP,b49a0e69a7b1a68c8d3f64097d06dabb770fec96,pseudo_lock_dev_mmap,arch/x86/kernel/cpu/resctrl/pseudo_lock.c,Logic Error,CWE-682,drivers/soc/aspeed/aspeed-lpc-ctrl.c,aspeed_lpc_ctrl_mmap
CVE-2021-39711,torvalds/linux,FP,6e6fddc78323533be570873abb728b7e0ba7e024,set_haptic,samples/hid/hid_surface_dial.c,Out-of-bounds Read,CWE-125,tools/testing/selftests/bpf/test_verifier.c,do_test_single
CVE-2024-26651,torvalds/linux,TP,07161b2416f740a2cb87faa5566873f401440a61,ax88772_bind,drivers/net/usb/asix_devices.c,Improper Validation,CWE-252,drivers/net/usb/sr9800.c,sr9800_bind
CVE-2022-45869,torvalds/linux,FP,47b0c2e4c220f2251fd8dcfbb44479819c715e15,kvm_tdp_mmu_page_fault,arch/x86/kvm/mmu/mmu.c,Race Condition,CWE-362,arch/x86/kvm/mmu/mmu.c,direct_page_fault
CVE-2020-25665,ImageMagick/ImageMagick,FP,cfd829bd3581b092e0a267b3deba46fa90b9bc88,ReadPALMImage,coders/palm.c,Out-of-bounds Read,CWE-125,coders/palm.c,WritePALMImage
CVE-2016-7537,ImageMagick/ImageMagick,FP,6d202a0514fb6a406456b8b728cde776becb25f8,ReadSUNImage,coders/sun.c,Out-of-bounds Read,CWE-125,coders/pdb.c,ReadPDBImage
OSV-2020-317,radareorg/radare2,FP,7d30ff52fc1be6f9698b166107b8981eab6ec7ba,walkSymbols,libr/bin/format/nxo/nxo.c,Injection,CWE-77,libr/core/cbin.c,bin_symbols
CVE-2023-38039,curl/curl,FP,3ee79c1674fd6f99e8efca52cd7510e08b766770,Curl_pp_readresp,lib/pingpong.c,Resource Exhaustion,CWE-770,lib/pingpong.c,Curl_pp_readresp
CVE-2021-46910,torvalds/linux,FP,d624833f5984d484c5e3196f34b926f9e71dafee,__native_set_fixmap,arch/x86/mm/pgtable.c,Logic Error,CWE-697,arch/arm/mm/mmu.c,__set_fixmap
CVE-2022-3965,FFmpeg/FFmpeg,FP,13c13109759090b7f7182480d075e13b36ed8edd,vb_decode_framedata,libavcodec/vb.c,Out-of-bounds Read,CWE-119,libavcodec/smcenc.c,smc_encode_stream
CVE-2019-20911,LibreDWG/libredwg,FP,c6f6668b82bfe595899cc820279ac37bb9ef16f5,dwg_print_object,src/print.c,Infinite Loop,CWE-835,src/free.c,dwg_free_object
CVE-2024-26805,torvalds/linux,FP,661779e1fcafe1b74b3f3fe8e980c1e207fea1fd,bounce_skb,drivers/net/xen-netfront.c,Out-of-bounds Read,CWE-908,net/netlink/af_netlink.c,netlink_to_full_skb
CVE-2017-1000252,torvalds/linux,FP,3a8b0677fc6180a467e26cc32ce6b0c09a32f9bb,irq_link,arch/sparc/kernel/irq_32.c,Unknown,CWE-20,arch/x86/kvm/vmx.c,vmx_update_pi_irte
CVE-2022-23816,torvalds/linux,FP,742ab6df974ae8384a2dd213db1a3a06cf6d8936,update_srbds_msr,arch/x86/kernel/cpu/bugs.c,Information Exposure,CWE-200,arch/x86/kvm/vmx/vmx.c,vmx_enable_fb_clear
CVE-2021-40564,gpac/gpac,TP,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,hevcsplit_remove_slice_address,src/filters/hevcsplit.c,Unknown,CWE-476,src/media_tools/av_parsers.c,avc_parse_slice
CVE-2023-39350,FreeRDP/FreeRDP,FP,e204fc8be5a372626b13f66daf2abafe71dbc2dc,progressive_tile_read_upgrade,libfreerdp/codec/progressive.c,Out-of-bounds Read,CWE-191,libfreerdp/codec/rfx.c,rfx_process_message_tileset
CVE-2016-7530,ImageMagick/ImageMagick,TP,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,GetQuantumExtent,MagickCore/quantum.c,Unknown,CWE-369,MagickCore/quantum.c,GetQuantumExtent
CVE-2021-4182,wireshark/wireshark,FP,b3215d99cacbcd2613157d10f11b233b35b5d10b,req_resp_hdrs_do_reassembly,epan/req_resp_hdrs.c,Infinite Loop,CWE-835,epan/dissectors/file-rfc7468.c,dissect_rfc7468
CVE-2023-39198,torvalds/linux,FP,c611589b4259ed63b9b77be6872b1ce07ec0ac16,radeon_mode_dumb_create,drivers/gpu/drm/radeon/radeon_gem.c,Use After Free,CWE-416,drivers/gpu/drm/qxl/qxl_gem.c,qxl_gem_object_create_with_handle
CVE-2022-1199,torvalds/linux,TP,71171ac8eb34ce7fe6b3267dce27c313ab3cb3ac,ax25_destroy_timer,net/ax25/af_ax25.c,Null Pointer Dereference,CWE-416,net/ax25/af_ax25.c,ax25_kill_by_device
CVE-2020-22017,FFmpeg/FFmpeg,FP,d4d6b7b0355f3597cad3b8d12911790c73b5f96d,filter_frame,libavfilter/vf_datascope.c,Buffer Overflow,CWE-787,libavfilter/vf_datascope.c,oscilloscope_filter_frame
CVE-2021-47063,torvalds/linux,TP,4d906839d321c2efbf3fed4bc31ffd9ff55b75c0,tc_edp_bridge_detach,drivers/gpu/drm/bridge/tc358767.c,Unknown,CWE-416,drivers/gpu/drm/bridge/panel.c,panel_bridge_detach
CVE-2023-5341,ImageMagick/ImageMagick,TP,aa673b2e4defc7cad5bec16c4fc8324f71e531f1,ReadPCXImage,coders/pcx.c,Use After Free,CWE-416,coders/bmp.c,ReadBMPImage
CVE-2021-29264,torvalds/linux,FP,d8861bab48b6c1fc3cdbcab8ff9d1eaea43afe7f,fm10k_add_rx_frag,drivers/net/ethernet/intel/fm10k/fm10k_main.c,Logic Error,CWE-191,drivers/net/ethernet/freescale/gianfar.c,gfar_add_rx_frag
CVE-2020-27751,ImageMagick/ImageMagick,FP,f60d59cc3a7e3402d403361e0985ffa56f746a82,ScaleAnyToQuantum,MagickCore/quantum-private.h,Integer Overflow,CWE-190,MagickCore/quantum-private.h,ScaleQuantumToAny
CVE-2016-7537,ImageMagick/ImageMagick,FP,6d202a0514fb6a406456b8b728cde776becb25f8,ReadDIBImage,coders/dib.c,Out-of-bounds Read,CWE-125,coders/pdb.c,ReadPDBImage
CVE-2018-1000878,libarchive/libarchive,FP,bfcfe6f04ed20db2504db8a254d1f40a1d84eb28,archive_read_format_rar_read_data_skip,libarchive/archive_read_support_format_rar.c,Use After Free,CWE-416,libarchive/archive_read_support_format_rar.c,rar_read_ahead
CVE-2022-1714,radareorg/radare2,FP,3ecdbf8e21186a9c5a4d3cfa3b1e9fd27045340e,regs,libr/arch/p/arc/plugin.c,Out-of-bounds Read,CWE-125,libr/anal/p/anal_msp430.c,set_reg_profile
CVE-2024-26731,torvalds/linux,FP,4cd12c6065dfcdeba10f49949bffcf383b3952d8,tcp_bpf_recvmsg_parser,net/ipv4/tcp_bpf.c,Race Condition,CWE-476,net/core/skmsg.c,sk_psock_verdict_data_ready
CVE-2023-52441,torvalds/linux,FP,536bb492d39bb6c080c92f31e8a55fe9934f452b,init_smb3_0_server,fs/smb/server/smb2ops.c,Unknown,CWE-119,fs/smb/server/smb_common.c,init_smb1_server
CVE-2022-0519,radareorg/radare2,FP,6c4428f018d385fc80a33ecddcb37becea685dd5,r_bin_java_element_value_calc_size,shlr/java/class.c,Out-of-bounds Read,CWE-119,shlr/java/class.c,r_bin_java_element_pair_calc_size
CVE-2016-7532,ImageMagick/ImageMagick,TP,4f2c04ea6673863b87ac7f186cbb0d911f74085c,RemoveICCProfileFromResourceBlock,coders/psd.c,Out-of-bounds Read,CWE-125,coders/psd.c,RemoveResolutionFromResourceBlock
CVE-2022-47942,torvalds/linux,TP,8f0541186e9ad1b62accc9519cc2b7a7240272a7,id_mode_to_cifs_acl,fs/smb/client/cifsacl.c,Buffer Overflow,CWE-787,fs/ksmbd/smbacl.c,smb_inherit_dacl
CVE-2024-26793,torvalds/linux,TP,616d82c3cfa2a2146dd7e3ae47bda7e877ee549e,xsk_init,net/xdp/xsk.c,Null Pointer Dereference,CWE-416,drivers/net/gtp.c,gtp_init
CVE-2024-26633,torvalds/linux,FP,d375b98e0248980681e5e56b712026174d617198,ipv6_skip_exthdr,net/ipv6/exthdrs_core.c,Out-of-bounds Read,CWE-125,net/ipv6/ip6_tunnel.c,ip6_tnl_parse_tlv_enc_lim
CVE-2023-52638,torvalds/linux,FP,6cdedc18ba7b9dacc36466e27e3267d201948c8d,mwifiex_auto_tdls_update_peer_signal,drivers/net/wireless/marvell/mwifiex/tdls.c,Deadlock,CWE-667,net/can/j1939/socket.c,j1939_sk_recv_match
CVE-2020-12352,torvalds/linux,FP,eddb7732119d53400f48a02536a84c509692faa8,l2cap_le_sig_channel,net/bluetooth/l2cap_core.c,Information Exposure,CWE-909,net/bluetooth/a2mp.c,a2mp_chan_recv_cb
CVE-2023-4678,gpac/gpac,TP,4607052c482a51dbdacfe1ade10645c181d07b07,flac_dmx_process,src/filters/reframe_flac.c,Divide By Zero,CWE-369,src/filters/reframe_mhas.c,mhas_dmx_process
CVE-2023-21264,torvalds/linux,FP,09cce60bddd6461a93a5bf434265a47827d1bc6f,fix_host_ownership_walker,arch/arm64/kvm/hyp/nvhe/setup.c,Unknown,CWE-119,arch/arm64/kvm/hyp/nvhe/mem_protect.c,hyp_get_page_state
CVE-2021-30014,gpac/gpac,TP,51cdb67ff7c5f1242ac58c5aa603ceaf1793b788,hevcmerge_rewrite_slice,src/filters/hevcmerge.c,Out-of-bounds Read,CWE-190,src/media_tools/av_parsers.c,hevc_parse_slice_segment
CVE-2022-0519,radareorg/radare2,TP,6c4428f018d385fc80a33ecddcb37becea685dd5,r_bin_java_line_number_table_attr_new,shlr/java/class.c,Out-of-bounds Read,CWE-119,shlr/java/class.c,r_bin_java_synthetic_attr_new
CVE-2019-19947,torvalds/linux,TP,da2311a6385c3b499da2ed5d9be59ce331fa93e9,esd_usb_3_set_bittiming,drivers/net/can/usb/esd_usb.c,Uninitialized Use,CWE-908,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_simple_cmd_async
CVE-2016-7533,ImageMagick/ImageMagick,FP,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,ReadCUTImage,coders/cut.c,Out-of-bounds Read,CWE-125,coders/wpg.c,ReadWPGImage
CVE-2020-10773,torvalds/linux,FP,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,audit_log_execve_info,kernel/auditsc.c,Information Exposure,CWE-626,arch/s390/mm/cmm.c,cmm_timeout_handler
CVE-2021-3640,torvalds/linux,FP,99c23da0eed4fd20cae8243f2b51e10e66aa0951,iso_sock_sendmsg,net/bluetooth/iso.c,Race Condition,CWE-362,net/bluetooth/sco.c,sco_sock_sendmsg
CVE-2017-15265,torvalds/linux,FP,71105998845fb012937332fe2e806d443c09e026,sdebug_add_host_helper,drivers/scsi/scsi_debug.c,Unknown,CWE-362,sound/core/seq/seq_ports.c,snd_seq_create_port
CVE-2024-26730,torvalds/linux,FP,d56e460e19ea8382f813eb489730248ec8d7eb73,w83627ehf_resume,drivers/hwmon/w83627ehf.c,Unknown,CWE-787,drivers/hwmon/nct6775-core.c,nct6775_probe
CVE-2021-28691,torvalds/linux,TP,107866a8eb0b664675a260f1ba0655010fac1e08,ina2xx_buffer_disable,drivers/iio/adc/ina2xx-adc.c,Use After Free,CWE-416,drivers/net/xen-netback/interface.c,xenvif_disconnect_queue
CVE-2021-39929,wireshark/wireshark,FP,ed98abe2080053403f1881a8b2df1905a3ccdf2e,dissect_bencoded_dict,epan/dissectors/packet-bt-dht.c,Recursion Error,CWE-674,epan/dissectors/packet-bt-dht.c,dissect_bencoded_list
CVE-2020-11058,FreeRDP/FreeRDP,FP,3627aaf7d289315b614a584afb388f04abfb5bbf,rdp_read_share_capability_set,libfreerdp/core/capabilities.c,Out-of-bounds Read,CWE-125,libfreerdp/core/capabilities.c,rdp_read_font_capability_set
CVE-2016-10061,ImageMagick/ImageMagick,TP,4e914bbe371433f0590cefdf3bd5f3a5710069f9,ExtractPostscript,coders/wpg.c,Logic Error,CWE-252,coders/tiff.c,ReadGROUP4Image
CVE-2015-4036,torvalds/linux,TP,59c816c1f24df0204e01851431d3bab3eb76719c,usbg_make_tpg,drivers/usb/gadget/function/f_tcm.c,Unknown,CWE-119,drivers/vhost/scsi.c,vhost_scsi_make_tpg
