vul_id,repo,fixed_commit_sha,target_file,target_func,judgement,comment,vuln_type,CWE,patch_file,patch_func
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_write.c,gf_isom_remove_user_data_item,TP,,Null Pointer Dereference,CWE-120,src/isomedia/isom_read.c,gf_isom_get_user_data
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_write.c,gf_isom_remove_user_data,TP,,Null Pointer Dereference,CWE-120,src/isomedia/isom_read.c,gf_isom_get_user_data
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_sf_node,FP,,Null Pointer Dereference,CWE-476,src/scene_manager/loader_bt.c,gf_bt_loader_run_intern
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_proto,TP,,Null Pointer Dereference,CWE-476,src/scene_manager/loader_bt.c,gf_bt_loader_run_intern
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_od_command,FP,,Null Pointer Dereference,CWE-476,src/scene_manager/loader_bt.c,gf_bt_loader_run_intern
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_ipmpx,TP,,Null Pointer Dereference,CWE-476,src/scene_manager/loader_bt.c,gf_bt_loader_run_intern
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_descriptor,TP,,Null Pointer Dereference,CWE-476,src/scene_manager/loader_bt.c,gf_bt_loader_run_intern
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_split_hevc_tiles,TP,,Null Pointer Dereference,CWE-787,src/media_tools/isom_tools.c,gf_media_change_pl
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_change_par,TP,,Null Pointer Dereference,CWE-787,src/media_tools/isom_tools.c,gf_media_change_pl
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_vvc_change_vui,TP,,Null Pointer Dereference,CWE-20,src/media_tools/av_parsers.c,gf_avc_change_vui
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_hevc_change_vui,TP,,Null Pointer Dereference,CWE-20,src/media_tools/av_parsers.c,gf_avc_change_vui
CVE-2023-4756,gpac/gpac,6914d016e2b540bac2c471c4aea156ddef8e8e01,src/utils/xml_parser.c,xml_sax_parse,TP,,Out-of-bounds Read,CWE-787,src/scene_manager/loader_bt.c,gf_bt_check_line
CVE-2023-4778,gpac/gpac,d553698050af478049e1a09e44a15ac884f223ed,src/scene_manager/loader_bt.c,gf_bt_get_string,TP,,Out-of-bounds Read,CWE-125,src/scene_manager/loader_bt.c,gf_bt_get_next
CVE-2023-4778,gpac/gpac,d553698050af478049e1a09e44a15ac884f223ed,src/scene_manager/loader_bt.c,gf_bt_check_line,TP,,Out-of-bounds Read,CWE-125,src/scene_manager/loader_bt.c,gf_bt_get_next
CVE-2023-4778,gpac/gpac,d553698050af478049e1a09e44a15ac884f223ed,src/utils/xml_parser.c,xml_sax_parse,TP,,Out-of-bounds Read,CWE-125,src/scene_manager/loader_bt.c,gf_bt_get_next
CVE-2023-4778,gpac/gpac,d553698050af478049e1a09e44a15ac884f223ed,src/scene_manager/loader_bt.c,gf_bt_set_field_is,TP,,Out-of-bounds Read,CWE-125,src/scene_manager/loader_bt.c,gf_bt_get_next
CVE-2024-24267,gpac/gpac,d28d9ba45cf4f628a7b2c351849a895e6fcf2234,src/utils/os_file.c,gf_fileio_from_blob,TP,,Memory Leak,CWE-401,src/utils/os_file.c,gf_fileio_from_mem
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd,src/filters/load_text.c,swf_svg_add_iso_header,TP,,Null Pointer Dereference,CWE-476,src/filters/load_text.c,swf_svg_add_iso_sample
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd,src/filters/mux_isom.c,mp4_mux_on_data_patch,TP,,Null Pointer Dereference,CWE-476,src/filters/load_text.c,swf_svg_add_iso_sample
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd,src/filters/load_text.c,gf_webvtt_flush_sample,TP,,Null Pointer Dereference,CWE-476,src/filters/load_text.c,swf_svg_add_iso_sample
CVE-2024-6064,gpac/gpac,c1b9c794bad8f262c56f3cf690567980d96662f5,src/scene_manager/loader_xmt.c,xmt_resolve_od_links,FP,可能有问题,Double Free,CWE-416,src/scene_manager/loader_xmt.c,xmt_remove_link_for_descriptor
OSV-2024-142,gpac/gpac,57f3ff863669c8eb8edfabd68021d560900d6c68,src/filters/load_text.c,txtin_process_texml,TP,,Uninitialized Use,CWE-457,src/filters/load_text.c,txtin_setup_ttxt
OSV-2021-1330,kamailio/kamailio,bf6bd11a9b969c02a106f94ebf40cefbe8028456,src/core/parser/parse_content.c,decode_mime_type,TP,,Out-of-bounds Read,CWE-125,src/core/parser/parse_content.c,parse_content_length
OSV-2024-1244,kamailio/kamailio,18dad74a091e693a0bf939dddf144348409e6402,src/modules/nathelper/nathelper.c,nh_extract_mediaip,FP,,Out-of-bounds Read,CWE-125,src/core/parser/sdp/sdp_helpr_funcs.c,extract_fmtp
CVE-2021-31566,libarchive/libarchive,b41daecb5ccb4c8e3b2c53fd6147109fc12c3043,libarchive/archive_write_disk_windows.c,_archive_write_disk_close,TP,windows上有漏洞,Path Traversal,CWE-59,libarchive/archive_write_disk_posix.c,_archive_write_disk_close
CVE-2020-27794,radareorg/radare2,cb8b683758edddae2d2f62e8e63a738c39f92683,libr/core/core.c,r_core_fini,FP,,Double Free,CWE-415,libr/core/core.c,r_core_fini
CVE-2021-32494,radareorg/radare2,a07dedb804a82bc01c07072861942dd80c6b6d62,libr/bin/p/bin_xnu_kernelcache.c,rebase_buffer_fixup,TP,,Divide By Zero,CWE-369,libr/bin/p/bin_mach0.c,rebase_buffer
CVE-2022-0139,radareorg/radare2,37897226a1a31f982bfefdc4aeefc2e50355c73c,libr/io/io_bank.c,r_io_bank_map_priorize,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0139,radareorg/radare2,37897226a1a31f982bfefdc4aeefc2e50355c73c,libr/io/io_bank.c,r_io_bank_map_add_top,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0139,radareorg/radare2,37897226a1a31f982bfefdc4aeefc2e50355c73c,libr/io/io_bank.c,r_io_bank_update_map_boundaries,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0523,radareorg/radare2,35482cb760db10f87a62569e2f8872dbd95e9269,libr/bin/format/pyc/marshal.c,get_dict_object,TP,,Null Pointer Dereference,CWE-416,libr/bin/format/pyc/marshal.c,get_array_object_generic
CVE-2022-0559,radareorg/radare2,b5cb90b28ec71fda3504da04e3cc94a362807f5e,libr/io/io_bank.c,r_io_bank_map_priorize,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0559,radareorg/radare2,b5cb90b28ec71fda3504da04e3cc94a362807f5e,libr/io/io_bank.c,r_io_bank_map_add_top,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0559,radareorg/radare2,b5cb90b28ec71fda3504da04e3cc94a362807f5e,libr/io/io_bank.c,r_io_bank_update_map_boundaries,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0559,radareorg/radare2,b5cb90b28ec71fda3504da04e3cc94a362807f5e,libr/io/io_bank.c,_delete_submaps_from_bank_tree,TP,,Use After Free,CWE-416,libr/io/io_bank.c,r_io_bank_map_add_top
CVE-2022-0676,radareorg/radare2,c84b7232626badd075caf3ae29661b609164bac6,libr/bin/p/bin_dyldcache.c,create_cache_bins,FP,,Buffer Overflow,CWE-787,libr/bin/p/bin_dyldcache.c,create_cache_bins
CVE-2022-0676,radareorg/radare2,c84b7232626badd075caf3ae29661b609164bac6,libr/bin/p/bin_dyldcache.c,resolve_symbols_off,FP,,Buffer Overflow,CWE-787,libr/bin/p/bin_dyldcache.c,create_cache_bins
CVE-2022-1061,radareorg/radare2,d4ce40b516ffd70cf2e9e36832d8de139117d522,libr/bin/format/mach0/mach0.c,mach_headerfields,FP,,Out-of-bounds Read,CWE-787,libr/bin/p/bin_symbols.c,parseDragons
CVE-2022-1238,radareorg/radare2,c40a4f9862104ede15d0ba05ccbf805923070778,libr/bin/p/bin_tic.c,sections,FP,有别的漏洞,Out-of-bounds Read,CWE-787,libr/bin/format/ne/ne.c,r_bin_ne_get_entrypoints
CVE-2022-1244,radareorg/radare2,2b77b277d67ce061ee6ef839e7139ebc2103c1e3,libr/bin/p/bin_dyldcache.c,create_cache_bins,TP,？不太确定，这个访问的是已经分配但没有初始化的内存，但是原本的漏洞是真的堆溢出,Out-of-bounds Read,CWE-122,libr/bin/p/bin_dyldcache.c,create_cache_bins
CVE-2022-1244,radareorg/radare2,2b77b277d67ce061ee6ef839e7139ebc2103c1e3,libr/bin/p/bin_dyldcache.c,resolve_symbols_off,TP,？不太确定，这个访问的是已经分配但没有初始化的内存，但是原本的漏洞是真的堆溢出,Out-of-bounds Read,CWE-122,libr/bin/p/bin_dyldcache.c,create_cache_bins
CVE-2022-1452,radareorg/radare2,ecc44b6a2f18ee70ac133365de0e509d26d5e168,shlr/java/class.c,r_bin_java_rti_annotations_attr_new,TP,,Out-of-bounds Read,CWE-125,shlr/java/class.c,r_bin_java_bootstrap_methods_attr_new
CVE-2022-1452,radareorg/radare2,ecc44b6a2f18ee70ac133365de0e509d26d5e168,shlr/java/class.c,r_bin_java_rtv_annotations_attr_new,FP,,Out-of-bounds Read,CWE-125,shlr/java/class.c,r_bin_java_bootstrap_methods_attr_new
CVE-2022-1452,radareorg/radare2,ecc44b6a2f18ee70ac133365de0e509d26d5e168,shlr/java/class.c,r_bin_java_rtvp_annotations_attr_new,TP,,Out-of-bounds Read,CWE-125,shlr/java/class.c,r_bin_java_bootstrap_methods_attr_new
CVE-2022-1452,radareorg/radare2,ecc44b6a2f18ee70ac133365de0e509d26d5e168,shlr/java/class.c,r_bin_java_rtip_annotations_attr_new,TP,,Out-of-bounds Read,CWE-125,shlr/java/class.c,r_bin_java_bootstrap_methods_attr_new
CVE-2022-1649,radareorg/radare2,a5aafb99c3965259c84ddcf45a91144bf7eb4cf1,libr/bin/p/bin_xnu_kernelcache.c,rebase_buffer_fixup,TP,,Null Pointer Dereference,CWE-476,libr/bin/format/mach0/mach0.c,iterate_chained_fixups
CVE-2022-1714,radareorg/radare2,3ecdbf8e21186a9c5a4d3cfa3b1e9fd27045340e,libr/arch/p/mcore/plugin.c,regs,FP,很奇怪，建议检查一下怎么匹配上的,Out-of-bounds Read,CWE-125,libr/anal/p/anal_msp430.c,set_reg_profile
CVE-2022-28068,radareorg/radare2,637f4bd1af6752e28e0a9998e954e2e9ce6fa992,libr/anal/dwarf_process.c,parse_function_args_and_vars,TP,,Out-of-bounds Read,CWE-787,libr/bin/dwarf.c,parse_die
CVE-2022-28068,radareorg/radare2,637f4bd1af6752e28e0a9998e954e2e9ce6fa992,libr/anal/dwarf_process.c,parse_abstract_origin,TP,,Out-of-bounds Read,CWE-787,libr/bin/dwarf.c,parse_die
CVE-2022-28072,radareorg/radare2,027cd9b7274988bb1af866539ba6c2fa2ff63e45,libr/arch/p/ebc/plugin.c,ebc_anal_jmp,TP,,Out-of-bounds Read,CWE-787,libr/anal/p/anal_hexagon.c,hexagon_v6_op
CVE-2022-28072,radareorg/radare2,027cd9b7274988bb1af866539ba6c2fa2ff63e45,libr/arch/p/ebc/plugin.c,ebc_anal_call,TP,,Out-of-bounds Read,CWE-787,libr/anal/p/anal_hexagon.c,hexagon_v6_op
CVE-2022-28072,radareorg/radare2,027cd9b7274988bb1af866539ba6c2fa2ff63e45,libr/arch/p/bpf/plugin.c,disassemble,TP,,Out-of-bounds Read,CWE-787,libr/anal/p/anal_hexagon.c,hexagon_v6_op
CVE-2022-28073,radareorg/radare2,59a9dfb60acf8b5c0312061cffd9693fc9526053,libr/core/cmd_debug.inc.c,cmd_debug_reg,FP,,Use After Free,CWE-416,libr/core/cmd_anal.c,cmd_anal_reg
CVE-2022-28073,radareorg/radare2,59a9dfb60acf8b5c0312061cffd9693fc9526053,libr/core/cmd_type.inc.c,r_core_link_stroff,TP,,Use After Free,CWE-416,libr/core/anal_tp.c,r_core_anal_type_match
CVE-2022-28073,radareorg/radare2,59a9dfb60acf8b5c0312061cffd9693fc9526053,libr/reg/rvalue.c,r_reg_set_pack,FP,,Use After Free,CWE-416,libr/reg/rvalue.c,r_reg_set_value
CVE-2022-28073,radareorg/radare2,59a9dfb60acf8b5c0312061cffd9693fc9526053,libr/core/cmd_search.inc.c,emulateSyscallPrelude,TP,,Use After Free,CWE-416,libr/core/anal_tp.c,r_core_anal_type_match
CVE-2023-4322,radareorg/radare2,ba919adb74ac368bf76b150a00347ded78b572dd,libr/core/cmd_zign.inc.c,cmd_zdot,FP,,Out-of-bounds Read,CWE-787,libr/core/cmd_anal.c,cmd_sdbk
OSV-2020-881,radareorg/radare2,3b04d3ef4093dafeff72e22589a3598ca0202ac9,libr/arch/p/v810/plugin.c,v810_regs,FP,存在空指针问题,Buffer Overflow,CWE-122,libr/anal/p/anal_v850.c,get_reg_profile
OSV-2020-881,radareorg/radare2,3b04d3ef4093dafeff72e22589a3598ca0202ac9,libr/arch/p/mcore/plugin.c,regs,FP,存在空指针问题,Buffer Overflow,CWE-122,libr/anal/p/anal_v850.c,get_reg_profile
OSV-2020-881,radareorg/radare2,3b04d3ef4093dafeff72e22589a3598ca0202ac9,libr/arch/p/rsp/plugin.c,get_reg_profile,FP,存在空指针问题,Buffer Overflow,CWE-122,libr/anal/p/anal_v850.c,get_reg_profile
OSV-2023-399,radareorg/radare2,60dd0cd9fdbc43602ca872245f27358d01fec243,libr/include/r_vector.h,r_vector_end,FP,,Use After Free,CWE-416,libr/include/r_vector.h,r_vector_index
CVE-2020-0430,torvalds/linux,58990d1ff3f7896ee341030e9a7c2e4002570683,kernel/bpf/verifier.c,check_mem_access,FP,,Out-of-bounds Read,CWE-125,kernel/bpf/verifier.c,check_ctx_reg
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,drivers/net/wireless/mediatek/mt76/mt7615/debugfs.c,mt7615_ext_mac_addr_write,FP,这个函数确实有与补丁中相同的 bug 模式（NUL 终止符位置错误），值得修复，但由于数据流方向的原因，它不会造成信息泄露。,Information Exposure,CWE-626,arch/s390/mm/cmm.c,cmm_timeout_handler
CVE-2020-11884,torvalds/linux,316ec154810960052d4586b634156c54d0778f74,arch/s390/mm/pgalloc.c,__crst_table_upgrade,,,Race Condition,CWE-362,arch/s390/mm/pgalloc.c,__crst_table_upgrade
CVE-2020-12351,torvalds/linux,f19425641cb2572a33cb074d5e30283720bd4d22,net/bluetooth/l2cap_sock.c,l2cap_sock_filter,FP,,Type Confusion,CWE-20,net/bluetooth/l2cap_sock.c,l2cap_sock_filter
CVE-2020-12351,torvalds/linux,f19425641cb2572a33cb074d5e30283720bd4d22,net/bluetooth/l2cap_sock.c,l2cap_sock_get_sndtimeo_cb,FP,,Type Confusion,CWE-20,net/bluetooth/l2cap_sock.c,l2cap_sock_filter
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,net/bluetooth/l2cap_core.c,l2cap_sig_send_rej,FP,,Uninitialized Use,CWE-909,net/bluetooth/a2mp.c,a2mp_chan_recv_cb
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,net/bluetooth/l2cap_core.c,l2cap_le_sig_channel,FP,,Uninitialized Use,CWE-909,net/bluetooth/a2mp.c,a2mp_chan_recv_cb
CVE-2020-12465,torvalds/linux,b102f0c522cf668c8382c56a4f771b37d011cda2,drivers/net/ethernet/ti/netcp_core.c,netcp_process_one_rx_packet,FP,硬件正常就没有洞,Buffer Overflow,CWE-120,drivers/net/wireless/mediatek/mt76/dma.c,mt76_add_fragment
CVE-2020-12465,torvalds/linux,b102f0c522cf668c8382c56a4f771b37d011cda2,drivers/net/usb/cdc-phonet.c,rx_complete,FP,需要恶意USB才可以触发，但是据说默认相信USB,Buffer Overflow,CWE-120,drivers/net/wireless/mediatek/mt76/dma.c,mt76_add_fragment
CVE-2020-14356,torvalds/linux,ad0f75e5f57ccbceec13274e1e242f2b5a6397ed,kernel/cgroup/cgroup.c,cgroup_sk_free,FP,,Null Pointer Dereference,CWE-476,kernel/cgroup/cgroup.c,cgroup_sk_free
CVE-2020-14385,torvalds/linux,f4020438fab05364018c91f7e02ebdd192085933,fs/xfs/libxfs/xfs_attr_leaf.c,xfs_attr_shortform_verify,,,Logic Error,CWE-131,fs/xfs/libxfs/xfs_attr_leaf.c,xfs_attr_shortform_verify
CVE-2020-16166,torvalds/linux,f227e3ec3b5cad859ad15666874405e8c1bbc1d4,drivers/char/random.c,add_interrupt_randomness,,,Cryptographic Issue,CWE-330,drivers/char/random.c,add_interrupt_randomness
CVE-2020-25211,torvalds/linux,1cc5ef91d2ff94d2bf2de3b3585423e8a1051cb6,net/netfilter/nft_ct.c,nft_ct_timeout_obj_init,TP,,Buffer Overflow,CWE-120,net/netfilter/nf_conntrack_netlink.c,ctnetlink_parse_tuple_filter
CVE-2020-25284,torvalds/linux,f44d04e696feaf13d192d942c4f14ad2e117065a,drivers/s390/block/dcssblk.c,dcssblk_add_store,TP,,Authorization Bypass,CWE-863,drivers/block/rbd.c,do_rbd_add
CVE-2020-25284,torvalds/linux,f44d04e696feaf13d192d942c4f14ad2e117065a,drivers/net/netdevsim/bus.c,del_device_store,TP,,Authorization Bypass,CWE-863,drivers/block/rbd.c,do_rbd_remove
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80,drivers/s390/char/keyboard.c,k_fn,TP,竞态漏洞，不好说,Use After Free,CWE-416,drivers/tty/vt/keyboard.c,k_fn
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,drivers/accessibility/speakup/selection.c,__speakup_set_selection,TP,,Use After Free,CWE-662,drivers/tty/vt/vt_ioctl.c,vt_io_fontreset
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,drivers/video/fbdev/core/fbcon.c,fbcon_get_requirement,,,Use After Free,CWE-662,drivers/tty/vt/vt_ioctl.c,vt_io_fontreset
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,drivers/input/keyboard/lkkbd.c,lkkbd_interrupt,,,Use After Free,CWE-416,drivers/input/keyboard/sunkbd.c,sunkbd_interrupt
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,drivers/net/ethernet/natsemi/ns83820.c,ns83820_rx_kick,,,Use After Free,CWE-416,drivers/input/keyboard/sunkbd.c,sunkbd_interrupt
CVE-2020-25671,torvalds/linux,8a4cd82d62b5ec7e5482333a72b58a4eea4979f0,net/nfc/llcp_sock.c,llcp_raw_sock_bind,,,Memory Leak,CWE-416,net/nfc/llcp_sock.c,llcp_sock_connect
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,net/bluetooth/hci_sock.c,hci_sock_create,,,Authorization Bypass,CWE-276,net/nfc/rawsock.c,rawsock_create
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,net/bluetooth/cmtp/sock.c,cmtp_sock_create,,,Authorization Bypass,CWE-276,net/nfc/rawsock.c,rawsock_create
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,net/bluetooth/hidp/sock.c,hidp_sock_create,,,Authorization Bypass,CWE-276,net/nfc/rawsock.c,rawsock_create
CVE-2020-27171,torvalds/linux,10d2bb2e6b1d8c4576c56a748f697dbeb8388899,kernel/bpf/verifier.c,retrieve_ptr_limit,,,Information Exposure,CWE-193,kernel/bpf/verifier.c,retrieve_ptr_limit
CVE-2020-27820,torvalds/linux,aff2299e0d81b26304ccc6a1ec0170e437f38efc,drivers/gpu/drm/tilcdc/tilcdc_drv.c,tilcdc_fini,,,Use After Free,CWE-416,drivers/gpu/drm/nouveau/nouveau_drm.c,nouveau_drm_device_remove
CVE-2020-27820,torvalds/linux,aff2299e0d81b26304ccc6a1ec0170e437f38efc,drivers/gpu/drm/rockchip/rockchip_drm_drv.c,rockchip_drm_unbind,,,Use After Free,CWE-416,drivers/gpu/drm/nouveau/nouveau_drm.c,nouveau_drm_device_remove
CVE-2020-27820,torvalds/linux,aff2299e0d81b26304ccc6a1ec0170e437f38efc,drivers/gpu/drm/drm_drv.c,drm_put_dev,,,Use After Free,CWE-416,drivers/gpu/drm/nouveau/nouveau_drm.c,nouveau_drm_device_remove
CVE-2020-27820,torvalds/linux,aff2299e0d81b26304ccc6a1ec0170e437f38efc,drivers/gpu/drm/hisilicon/kirin/kirin_drm_drv.c,kirin_drm_unbind,,,Use After Free,CWE-416,drivers/gpu/drm/nouveau/nouveau_drm.c,nouveau_drm_device_remove
CVE-2020-28915,torvalds/linux,5af08640795b2b9a940c9266c0260455377ae262,drivers/video/fbdev/core/bitblit.c,update_attr,,,Out-of-bounds Read,CWE-125,drivers/video/fbdev/core/fbcon.c,fbcon_get_font
CVE-2020-29374,torvalds/linux,17839856fd588f4ab6b789f482ed3ffd7c403e1f,mm/gup.c,gup_fast_fallback,,,Race Condition,CWE-362,mm/gup.c,internal_get_user_pages_fast
CVE-2020-36158,torvalds/linux,5c455c5ab332773464d02ba17015acdca198f03d,drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.c,mt76_connac_mcu_sched_scan_req,,,Buffer Overflow,CWE-120,drivers/net/wireless/marvell/mwifiex/join.c,mwifiex_cmd_802_11_ad_hoc_start
CVE-2020-36158,torvalds/linux,5c455c5ab332773464d02ba17015acdca198f03d,drivers/net/wireless/mediatek/mt76/mt7925/mcu.c,mt7925_mcu_sched_scan_req,,,Buffer Overflow,CWE-120,drivers/net/wireless/marvell/mwifiex/join.c,mwifiex_cmd_802_11_ad_hoc_start
CVE-2020-36158,torvalds/linux,5c455c5ab332773464d02ba17015acdca198f03d,drivers/net/wireless/microchip/wilc1000/cfg80211.c,connect,,,Buffer Overflow,CWE-120,drivers/net/wireless/marvell/mwifiex/join.c,mwifiex_cmd_802_11_ad_hoc_start
CVE-2020-36780,torvalds/linux,3a4f326463117cee3adcb72999ca34a9aaafda93,drivers/i2c/busses/i2c-sprd.c,sprd_i2c_remove,,,Resource Leak,CWE-401,drivers/i2c/busses/i2c-sprd.c,sprd_i2c_master_xfer
CVE-2020-36781,torvalds/linux,47ff617217ca6a13194fcb35c6c3a0c57c080693,drivers/watchdog/starfive-wdt.c,starfive_wdt_probe,,,Resource Leak,CWE-401,drivers/i2c/busses/i2c-imx.c,i2c_imx_remove
CVE-2020-36787,torvalds/linux,3536169f8531c2c5b153921dc7d1ac9fd570cda7,drivers/media/platform/nuvoton/npcm-video.c,npcm_video_probe,,,Logic Error,CWE-664,drivers/media/platform/aspeed-video.c,aspeed_video_probe
CVE-2020-4788,torvalds/linux,f79643787e0a0762d2409b7b8334e83f22d85695,arch/powerpc/kernel/security.c,setup_stf_barrier,,,Information Exposure,CWE-200,arch/powerpc/kernel/setup_64.c,setup_rfi_flush
CVE-2020-8694,torvalds/linux,949dd0104c496fa7c14991a23c03c62e44637e71,drivers/hwmon/iio_hwmon.c,iio_hwmon_probe,,,Information Exposure,CWE-200,drivers/powercap/powercap_sys.c,create_power_zone_common_attributes
CVE-2020-8694,torvalds/linux,949dd0104c496fa7c14991a23c03c62e44637e71,drivers/infiniband/hw/mlx4/sysfs.c,alloc_group_attrs,,,Information Exposure,CWE-200,drivers/powercap/powercap_sys.c,create_power_zone_common_attributes
CVE-2021-0447,torvalds/linux,ee40fb2e1eb5bc0ddd3f2f83c6e39a454ef5a741,net/l2tp/l2tp_core.c,l2tp_tunnel_del_work,,,Race Condition,CWE-362,net/l2tp/l2tp_ppp.c,pppol2tp_session_close
CVE-2021-0937,torvalds/linux,b29c457a6511435960115c0f548c4360d5f4801d,net/netfilter/nft_compat.c,match_compat_from_user,FP,,Buffer Overflow,CWE-787,net/netfilter/x_tables.c,xt_compat_match_from_user
CVE-2021-0937,torvalds/linux,b29c457a6511435960115c0f548c4360d5f4801d,net/netfilter/nft_compat.c,target_compat_from_user,FP,,Buffer Overflow,CWE-787,net/netfilter/x_tables.c,xt_compat_target_from_user
CVE-2021-23133,torvalds/linux,b166a20b07382b8bc1dcee2a448715c9c2c81b5b,net/sctp/socket.c,sctp_close,,,Race Condition,CWE-362,net/sctp/socket.c,sctp_close
CVE-2021-23133,torvalds/linux,b166a20b07382b8bc1dcee2a448715c9c2c81b5b,net/sctp/socket.c,sctp_destroy_sock,,,Race Condition,CWE-362,net/sctp/socket.c,sctp_destroy_sock
CVE-2021-26708,torvalds/linux,c518adafa39f37858697ac9309c6cf1805581446,net/vmw_vsock/af_vsock.c,vsock_connectible_wait_data,,,Race Condition,CWE-667,net/vmw_vsock/af_vsock.c,vsock_stream_recvmsg
CVE-2021-28039,torvalds/linux,882213990d32fd224340a4533f6318dd152be4b2,arch/x86/xen/p2m.c,xen_vmalloc_p2m_tree,,,Logic Error,CWE-131,arch/x86/xen/p2m.c,xen_vmalloc_p2m_tree
CVE-2021-28039,torvalds/linux,882213990d32fd224340a4533f6318dd152be4b2,arch/x86/xen/setup.c,xen_memory_setup,,,Logic Error,CWE-131,arch/x86/xen/setup.c,xen_memory_setup
CVE-2021-29154,torvalds/linux,e4d4d456436bfb2fe412ee2cd489f7658449b098,arch/sparc/net/bpf_jit_comp_32.c,bpf_jit_compile,,,Logic Error,CWE-77,arch/x86/net/bpf_jit_comp.c,do_jit
CVE-2021-32399,torvalds/linux,e2cb6b891ad2b8caa9131e3be70f45243df82a80,net/bluetooth/hci_sync.c,hci_cmd_sync,,,Race Condition,CWE-362,net/bluetooth/hci_request.c,hci_req_sync
CVE-2021-32399,torvalds/linux,e2cb6b891ad2b8caa9131e3be70f45243df82a80,net/bluetooth/hci_debugfs.c,dut_mode_write,,,Race Condition,CWE-362,net/bluetooth/hci_request.c,hci_req_sync
CVE-2021-32399,torvalds/linux,e2cb6b891ad2b8caa9131e3be70f45243df82a80,drivers/bluetooth/bpa10x.c,bpa10x_set_diag,,,Race Condition,CWE-362,net/bluetooth/hci_request.c,hci_req_sync
CVE-2021-33033,torvalds/linux,ad5d07f4a9cd671233ae20983848874731102c08,net/ipv4/cipso_ipv4.c,cipso_v4_doi_remove,,,Use After Free,CWE-416,net/ipv4/cipso_ipv4.c,cipso_v4_doi_putdef
CVE-2021-33033,torvalds/linux,ad5d07f4a9cd671233ae20983848874731102c08,arch/x86/kvm/mmu/tdp_mmu.c,kvm_tdp_mmu_put_root,,,Use After Free,CWE-416,net/ipv6/calipso.c,calipso_doi_putdef
