vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,reason,judgement
CVE-2023-52488,torvalds/linux,dbf4ab821804df071c8b566d9813083125e6d97b,sc16is7xx.c,sc16is7xx_regmap_name,drivers/tty/serial/sc16is7xx.c,sc16is7xx_regmap_name,函数名相同,FP
CVE-2021-3640,torvalds/linux,99c23da0eed4fd20cae8243f2b51e10e66aa0951,sco.c,sco_conn_defer_accept,net/bluetooth/sco.c,sco_conn_defer_accept,函数名相同,FP
CVE-2021-3640,torvalds/linux,99c23da0eed4fd20cae8243f2b51e10e66aa0951,sco.c,sco_send_frame;sco_sock_sendmsg;sco_conn_defer_accept,net/bluetooth/sco.c,sco_conn_defer_accept,,FP
CVE-2023-2177,torvalds/linux,181d8d2066c000ba0a0e6940a7ad80f1a0e68e9d,stream.c,sctp_stream_init;sctp_stream_init_ext,net/sctp/stream.c,sctp_stream_init_ext,,FP
CVE-2023-2177,torvalds/linux,181d8d2066c000ba0a0e6940a7ad80f1a0e68e9d,stream.c,sctp_stream_init_ext,net/sctp/stream.c,sctp_stream_init_ext,函数名相同,FP
CVE-2020-11668,torvalds/linux,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8,xirlink_cit.c,cit_get_packet_size;sd_isoc_init;sd_isoc_nego,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_nego,,FP
CVE-2020-11668,torvalds/linux,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8,xirlink_cit.c,sd_isoc_nego,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_nego,函数名相同,FP
CVE-2017-6194,radareorg/radare2,72794dc3523bbd5bb370de3c5857cb736c387e18,bin_bflt.c,search_old_relocation,libr/bin/p/bin_bflt.c,search_old_relocation,函数名相同,FP
CVE-2022-3595,torvalds/linux,b854b4ee66437e6e1622fda90529c814978cb4ca,sess.c,sess_establish_session,fs/smb/client/sess.c,sess_establish_session,函数名相同,FP
CVE-2022-3595,torvalds/linux,b854b4ee66437e6e1622fda90529c814978cb4ca,sess.c,sess_establish_session;sess_free_buffer,fs/smb/client/sess.c,sess_establish_session,,FP
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,slcan.c,slcan_write_wakeup,drivers/net/can/slcan/slcan-core.c,slcan_write_wakeup,函数名相同,FP
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,slcan.c,,drivers/net/can/slcan/slcan-core.c,slcan_write_wakeup,,FP
CVE-2017-16527,torvalds/linux,124751d5e63c823092060074bd0abaae61aaa9c4,mixer.c,snd_usb_mixer_disconnect,sound/usb/mixer.c,snd_usb_mixer_inactivate,函数名相同,FP
CVE-2022-3707,torvalds/linux,4a61648af68f5ba4884f0e3b494ee1cabc4b6620,gtt.c,split_2MB_gtt_entry;split_64KB_gtt_entry,drivers/gpu/drm/i915/gvt/gtt.c,split_64KB_gtt_entry,,FP
CVE-2022-3707,torvalds/linux,4a61648af68f5ba4884f0e3b494ee1cabc4b6620,gtt.c,split_64KB_gtt_entry,drivers/gpu/drm/i915/gvt/gtt.c,split_64KB_gtt_entry,函数名相同,FP
CVE-2020-11609,torvalds/linux,485b06aadb933190f4bc44e006076bc27a23f205,stv06xx.c,stv06xx_isoc_nego,drivers/media/usb/gspca/stv06xx/stv06xx.c,stv06xx_isoc_nego,函数名相同,FP
CVE-2020-11609,torvalds/linux,485b06aadb933190f4bc44e006076bc27a23f205,stv06xx.c,stv06xx_start;stv06xx_isoc_init;stv06xx_isoc_nego,drivers/media/usb/gspca/stv06xx/stv06xx.c,stv06xx_isoc_nego,,FP
CVE-2023-38430,torvalds/linux,1c1bcf2d3ea061613119b534f57507c377df20f9,smb_common.c,ksmbd_smb_request;supported_protocol,fs/smb/server/smb_common.c,supported_protocol,,FP
CVE-2023-38430,torvalds/linux,1c1bcf2d3ea061613119b534f57507c377df20f9,smb_common.c,supported_protocol,fs/smb/server/smb_common.c,supported_protocol,函数名相同,FP
CVE-2023-4720,gpac/gpac,e396648e48c57e2d53988d3fd4465b068b96c89a,swf_parse.c,swf_get_16;swf_get_32;swf_get_color;swf_get_s16,gpac/src/scene_manager/swf_parse.c,swf_get_color,,FP
CVE-2023-4720,gpac/gpac,e396648e48c57e2d53988d3fd4465b068b96c89a,swf_parse.c,swf_get_color,gpac/src/scene_manager/swf_parse.c,swf_get_color,函数名相同,FP
CVE-2024-26739,torvalds/linux,166c2c8a6a4dc2e4ceba9e10cfe81c3e469e3210,act_mirred.c,tcf_blockcast_redir,net/sched/act_mirred.c,tcf_blockcast_redir,函数名相同,FP
CVE-2024-26739,torvalds/linux,166c2c8a6a4dc2e4ceba9e10cfe81c3e469e3210,act_mirred.c,tcf_mirred_to_dev;tcf_blockcast_redir,net/sched/act_mirred.c,tcf_blockcast_redir,,FP
CVE-2021-29646,torvalds/linux,0217ed2848e8538bcf9172d97ed2eeb4a26041bb,node.c,tipc_nl_retrieve_key;tipc_nl_retrieve_nodeid,net/tipc/node.c,tipc_nl_retrieve_nodeid,,FP
CVE-2021-29646,torvalds/linux,0217ed2848e8538bcf9172d97ed2eeb4a26041bb,node.c,tipc_nl_retrieve_nodeid,net/tipc/node.c,tipc_nl_retrieve_nodeid,函数名相同,FP
CVE-2024-26585,torvalds/linux,e01e3934a1b2d122919f73bc6ddbe1cdafc4bbdb,tls_sw.c,tls_encrypt_async_wait,net/tls/tls_sw.c,tls_encrypt_async_wait,函数名相同,FP
CVE-2024-26585,torvalds/linux,e01e3934a1b2d122919f73bc6ddbe1cdafc4bbdb,tls_sw.c,tls_encrypt_done;tls_encrypt_async_wait,net/tls/tls_sw.c,tls_encrypt_async_wait,,FP
CVE-2023-28466,torvalds/linux,49c47cc21b5b7a3d8deb18fc57b0aa2ab1286962,tls_main.c,do_tls_getsockopt_conf;do_tls_getsockopt_no_pad;do_tls_getsockopt;tls_getsockopt,net/tls/tls_main.c,tls_getsockopt,,FP
CVE-2023-28466,torvalds/linux,49c47cc21b5b7a3d8deb18fc57b0aa2ab1286962,tls_main.c,tls_getsockopt,net/tls/tls_main.c,tls_getsockopt,函数名相同,FP
CVE-2023-52614,torvalds/linux,08e23d05fa6dc4fc13da0ccf09defdd4bbc92ff4,devfreq.c,trans_stat_show;trans_stat_store,drivers/devfreq/devfreq.c,trans_stat_store,,FP
CVE-2023-52614,torvalds/linux,08e23d05fa6dc4fc13da0ccf09defdd4bbc92ff4,devfreq.c,trans_stat_store,drivers/devfreq/devfreq.c,trans_stat_store,函数名相同,FP
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,tun.c,tun_net_init;tun_free_netdev;tun_set_iff;tun_get_iff;tun_net_initialize,drivers/net/tun.c,tun_get_iff,,FP
CVE-2023-3609,torvalds/linux,04c55383fa5689357bcdd2c8036725a55ed632bc,cls_u32.c,u32_replace_knode,net/sched/cls_u32.c,u32_replace_knode,函数名相同,FP
CVE-2023-3609,torvalds/linux,04c55383fa5689357bcdd2c8036725a55ed632bc,cls_u32.c,u32_set_parms;u32_replace_knode,net/sched/cls_u32.c,u32_replace_knode,,FP
CVE-2021-47069,torvalds/linux,a11ddb37bf367e6b5239b95ca759e5389bb46048,sem.c,unlink_queue,ipc/sem.c,unlink_queue,函数名相同,FP
CVE-2021-47069,torvalds/linux,a11ddb37bf367e6b5239b95ca759e5389bb46048,sem.c,unlink_queue;wake_up_sem_queue_prepare,ipc/sem.c,unlink_queue,,FP
CVE-2021-39648,torvalds/linux,64e6bbfff52db4bf6785fab9cffab850b2de6870,configfs.c,gadget_dev_desc_UDC_show;unregister_gadget,drivers/usb/gadget/configfs.c,unregister_gadget,,FP
CVE-2021-39648,torvalds/linux,64e6bbfff52db4bf6785fab9cffab850b2de6870,configfs.c,unregister_gadget,drivers/usb/gadget/configfs.c,unregister_gadget,函数名相同,FP
CVE-2023-0760,gpac/gpac,ea7395f39f601a7750d48d606e9d10ea0b7beefe,box_code_base.c,video_sample_entry_box_size,gpac/src/isomedia/box_code_base.c,video_sample_entry_box_size,函数名相同,FP
CVE-2023-0760,gpac/gpac,ea7395f39f601a7750d48d606e9d10ea0b7beefe,box_code_base.c,video_sample_entry_box_size;dac3_box_write;sgpd_parse_entry,gpac/src/isomedia/box_code_base.c,video_sample_entry_box_size,,FP
CVE-2022-3078,torvalds/linux,e6a21a14106d9718aa4f8e115b1e474888eeba44,vidtv_s302m.c,vidtv_s302m_encoder_destroy,drivers/media/test-drivers/vidtv/vidtv_s302m.c,vidtv_s302m_encoder_destroy,函数名相同,FP
CVE-2022-3078,torvalds/linux,e6a21a14106d9718aa4f8e115b1e474888eeba44,vidtv_s302m.c,vidtv_s302m_encoder_init;vidtv_s302m_encoder_destroy,drivers/media/test-drivers/vidtv/vidtv_s302m.c,vidtv_s302m_encoder_destroy,,FP
CVE-2021-47024,torvalds/linux,8432b8114957235f42e070a16118a7f750de9d39,virtio_transport_common.c,,net/vmw_vsock/hyperv_transport.c,virtio_transport_do_close,,FP
OSV-2020-7,radareorg/radare2,ee9025c9170c15dea5e68d4d5179d41e78868493,mach0.c,reconstruct_chained_fixup;walk_exports;MACH0_;is_valid_ordinal_table_size,libr/bin/format/mach0/mach0.c,walk_exports,,FP
CVE-2023-52593,torvalds/linux,fe0a7776d4d19e613bb8dd80fe2d78ae49e8b49d,sta.c,wfx_set_mfp_ap;wfx_start_ap;wfx_stop_ap,drivers/net/wireless/silabs/wfx/sta.c,wfx_stop_ap,,FP
CVE-2023-52593,torvalds/linux,fe0a7776d4d19e613bb8dd80fe2d78ae49e8b49d,sta.c,wfx_stop_ap,drivers/net/wireless/silabs/wfx/sta.c,wfx_stop_ap,函数名相同,FP
CVE-2021-26930,torvalds/linux,871997bc9e423f05c7da7c9178e62dde5df2a7f8,blkback.c,xen_blkbk_map;xen_blkbk_map_seg,drivers/block/xen-blkback/blkback.c,xen_blkbk_map_seg,,FP
CVE-2021-26930,torvalds/linux,871997bc9e423f05c7da7c9178e62dde5df2a7f8,blkback.c,xen_blkbk_map_seg,drivers/block/xen-blkback/blkback.c,xen_blkbk_map_seg,函数名相同,FP
CVE-2021-28714,torvalds/linux,6032046ec4b70176d247a71836186d47b25d1684,rx.c,xenvif_have_rx_work,drivers/net/xen-netback/rx.c,xenvif_have_rx_work,函数名相同,FP
CVE-2021-28714,torvalds/linux,6032046ec4b70176d247a71836186d47b25d1684,rx.c,xenvif_rx_ring_slots_available;xenvif_rx_queue_tail;xenvif_rx_dequeue;xenvif_have_rx_work;xenvif_rx_queue_ready;xenvif_rx_queue_stalled;xenvif_update_needed_slots;xenvif_rx_queue_slots,drivers/net/xen-netback/rx.c,xenvif_have_rx_work,,FP
CVE-2021-28715,torvalds/linux,be81992f9086b230623ae3ebbc85ecee4d00a3d3,rx.c,xenvif_rx_copy_flush,drivers/net/xen-netback/rx.c,xenvif_rx_copy_flush,函数名相同,FP
CVE-2021-28715,torvalds/linux,be81992f9086b230623ae3ebbc85ecee4d00a3d3,rx.c,xenvif_rx_queue_tail;xenvif_rx_copy_flush;xenvif_rx_queue_drop_expired,drivers/net/xen-netback/rx.c,xenvif_rx_copy_flush,,FP
CVE-2022-42328,torvalds/linux,74e7e1efdad45580cc3839f2a155174cf158f9b5,rx.c,xenvif_rx_dequeue,drivers/net/xen-netback/rx.c,xenvif_rx_dequeue,函数名相同,FP
CVE-2022-42328,torvalds/linux,74e7e1efdad45580cc3839f2a155174cf158f9b5,rx.c,xenvif_rx_queue_tail;xenvif_rx_dequeue,drivers/net/xen-netback/rx.c,xenvif_rx_dequeue,,FP
