vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,judgement
CVE-2021-47065,torvalds/linux,2ff25985ea9ccc6c9af2c77b0b49045adcc62e0e,drivers/scsi/isci/phy.c,rtw_get_channel_group,drivers/net/ethernet/microchip/sparx5/sparx5_port.c,sparx5_get_port_status,
CVE-2023-52439,torvalds/linux,0c9ae0b8605078eafc3bea053cc78791e97ba2e2,drivers/uio/uio.c,uio_open,drivers/pinctrl/core.c,pinctrl_ready_for_gpio_range,
CVE-2023-6931,torvalds/linux,382c27f4ed28f803b1f1473ac2d8db0afc795a1b,arch/arm/probes/uprobes/core.c,perf_event_validate_size,drivers/scsi/mpt3sas/mpt3sas_scsih.c,_scsih_fw_event_cleanup_queue,
CVE-2024-26687,torvalds/linux,fa765c4b4aed2d64266b694520ecb025c862c5a9,drivers/xen/events/events_base.c,__unbind_from_irq,drivers/scsi/ibmvscsi_tgt/libsrp.c,srp_data_length,
CVE-2021-3744,torvalds/linux,505d9dcb0f7ddf9d075e729523a33d38642ae680,drivers/crypto/ccp/ccp-ops.c,ccp_run_aes_gcm_cmd,drivers/crypto/ccp/ccp-ops.c,ccp_run_aes_gcm_cmd,
CVE-2021-47023,torvalds/linux,333980481b99edb24ebd5d1a53af70a15d9146de,drivers/net/ethernet/marvell/prestera/prestera_main.c,prestera_port_handle_event,drivers/net/wireless/ath/ath9k/channel.c,ath_is_go_chanctx_present,
CVE-2023-0179,torvalds/linux,696e1a48b1a1b01edad542a1ef293665864a4dd0,net/netfilter/nft_payload.c,nft_payload_copy_vlan,drivers/net/ethernet/mediatek/mtk_ppe.c,mtk_foe_entry_commit_subflow,
CVE-2021-4135,torvalds/linux,481221775d53d6215a6e5e9ce1cce6d2b4ab9a46,drivers/net/netdevsim/bpf.c,nsim_bpf_map_alloc,drivers/hid/hid-core.c,hid_add_device,
CVE-2023-6560,torvalds/linux,820d070feb668aab5bc9413c285a1dda2a70e076,io_uring/io_uring.c,__io_uaddr_map,drivers/net/ethernet/intel/fm10k/fm10k_pci.c,fm10k_mbx_request_irq_vf,
CVE-2021-3753,torvalds/linux,2287a51ba822384834dafc1c798453375d1107c7,drivers/tty/vt/vt_ioctl.c,vt_kdsetmode,drivers/scsi/lpfc/lpfc_sli.c,lpfc_sli_validate_fcp_iocb_for_abort,
CVE-2021-47054,torvalds/linux,ac6ad7c2a862d682bb584a4bc904d89fa7721af8,drivers/bus/qcom-ebi2.c,qcom_ebi2_probe,drivers/virt/fsl_hypervisor.c,fsl_hypervisor_init,
CVE-2021-47031,torvalds/linux,782b3e86ea970e899f8e723db9f64708a15ca30e,drivers/net/ethernet/apm/xgene-v2/mac.c,mt7921_coredump_work,drivers/scsi/libfc/fc_exch.c,fc_exch_find,
CVE-2021-47069,torvalds/linux,a11ddb37bf367e6b5239b95ca759e5389bb46048,ipc/mqueue.c,__pipelined_op,drivers/pci/controller/pcie-mediatek.c,mtk_pcie_port_free,
CVE-2021-3489,torvalds/linux,4b81ccebaeee885ab1aa1438133f2991e3a2b6ea,tools/lib/bpf/ringbuf.c,__bpf_ringbuf_reserve,drivers/platform/goldfish/goldfish_pipe.c,goldfish_pipe_interrupt,
CVE-2023-38432,torvalds/linux,2b9b8f3b68edb3d67d79962f02e26dbb5ae3808d,fs/smb/server/smb2misc.c,ksmbd_smb2_check_message,drivers/scsi/mpi3mr/mpi3mr_app.c,mpi3mr_build_nvme_sgl,
CVE-2022-47943,torvalds/linux,ac60778b87e45576d7bfdbd6f53df902654e6f09,fs/smb/server/smb2misc.c,smb2_get_data_area_len,drivers/net/ethernet/intel/e1000e/ich8lan.c,e1000_lv_jumbo_workaround_ich8lan,
CVE-2023-52494,torvalds/linux,eff9704f5332a13b08fbdbe0f84059c9e7051d5f,arch/loongarch/kvm/main.c,mhi_destroy_device,drivers/bus/mhi/host/main.c,mhi_destroy_device,
CVE-2023-52494,torvalds/linux,eff9704f5332a13b08fbdbe0f84059c9e7051d5f,arch/loongarch/kvm/main.c,is_valid_ring_ptr,drivers/net/ethernet/atheros/ag71xx.c,ag71xx_ring_desc,
CVE-2021-39685,torvalds/linux,153a2d7e3350cc89d406ba2d35be8793a64c2038,drivers/xen/dbgp.c,dbgp_setup,drivers/firewire/core-cdev.c,init_request,
CVE-2021-46983,torvalds/linux,8cc365f9559b86802afc0208389f5c8d46b4ad61,drivers/net/ethernet/mellanox/mlx5/core/rdma.c,nvmet_rdma_write_data_done,drivers/scsi/qla2xxx/qla_bsg.c,qla2x00_write_i2c,
CVE-2024-26618,torvalds/linux,dc7eb8755797ed41a0d1b5c0c39df3c8f401b3d9,arch/arm64/kvm/fpsimd.c,sme_alloc,drivers/pci/msi/api.c,pci_disable_msi,
CVE-2021-47041,torvalds/linux,b5332a9f3f3d884a1b646ce155e664cc558c1722,drivers/nvme/host/tcp.c,nvmet_tcp_state_change,drivers/scsi/NCR5380.c,complete_cmd,
CVE-2021-46979,torvalds/linux,901f84de0e16bde10a72d7eb2f2eb73fcde8fa1a,drivers/iio/industrialio-core.c,iio_device_unregister,drivers/iio/industrialio-core.c,iio_check_extended_name,
CVE-2022-1015,torvalds/linux,6e1acfa387b9ff82cfc7db8cc3b6959221a95851,net/netfilter/nf_tables_api.c,nft_parse_register_load,drivers/pinctrl/pinctrl-at91.c,at91_mux_sam9x60_get_slewrate,
CVE-2024-26731,torvalds/linux,4cd12c6065dfcdeba10f49949bffcf383b3952d8,net/core/skmsg.c,sk_psock_verdict_data_ready,drivers/hid/hid-sensor-hub.c,sensor_hub_resume,
CVE-2024-26733,torvalds/linux,a7d6027790acea24446ddd6632d394096c0f4667,net/ipv4/arp.c,arp_req_get,drivers/soc/qcom/apr.c,gpr_alloc_port,
CVE-2023-52445,torvalds/linux,ded85b0c0edd8f45fec88783d7555a5b982449c1,drivers/media/usb/pvrusb2/pvrusb2-context.c,pvr2_channel_init,drivers/media/usb/pvrusb2/pvrusb2-context.c,pvr2_channel_init,
CVE-2023-51781,torvalds/linux,189ff16722ee36ced4d2a2469d4ab65a8fee4198,net/appletalk/ddp.c,atalk_ioctl,drivers/remoteproc/xlnx_r5_remoteproc.c,zynqmp_r5_get_tcm_node,
CVE-2021-47140,torvalds/linux,d6177a6556f853785867e2ec6d5b7f4906f0d809,arch/sparc/kernel/iommu.c,amd_iommu_release_device,drivers/hid/hid-ntrig.c,show_deactivate_slack,
CVE-2016-0723,torvalds/linux,5c17c861a357e9458001f021a7afa7aab9937439,drivers/tty/tty_io.c,tiocgetd,drivers/pinctrl/nomadik/pinctrl-nomadik.c,nmk_pinctrl_suspend,
CVE-2021-47096,torvalds/linux,39a8fc4971a00d22536aeb7d446ee4a97810611b,sound/core/rawmidi.c,snd_rawmidi_open,drivers/input/keyboard/lm8323.c,lm8323_probe,
CVE-2021-46933,torvalds/linux,b1e0887379422975f237d43d8839b751a6bcf154,drivers/usb/gadget/function/f_fs.c,ffs_data_clear,drivers/hv/mshv_eventfd.c,mshv_irqfd_deassign,
CVE-2021-47147,torvalds/linux,9c1bb37f8cad5e2ee1933fa1da9a6baa7876a8e4,drivers/ptp/ptp_ocp.c,ptp_ocp_probe,drivers/hid/hid-wiimote-core.c,wiimote_hid_probe,
CVE-2022-3108,torvalds/linux,abfaf0eee97925905e742aa3b0b72e04a918fa9e,drivers/gpu/drm/amd/amdkfd/kfd_crat.c,kfd_parse_subtype_iolink,drivers/message/fusion/mptfc.c,mptfc_GetFcPortPage1,
CVE-2021-37159,torvalds/linux,a6ecfb39ba9d7316057cea823b196b734f6b18ca,drivers/net/usb/hso.c,hso_free_tiomget,drivers/net/usb/hso.c,hso_free_tiomget,
CVE-2021-37159,torvalds/linux,a6ecfb39ba9d7316057cea823b196b734f6b18ca,drivers/net/usb/hso.c,hso_free_tiomget,drivers/usb/dwc2/gadget.c,dwc2_gadget_program_ref_clk,
CVE-2021-46931,torvalds/linux,918fc3855a6507a200e9cf22c20be852c0982687,drivers/net/ethernet/mellanox/mlx5/core/en/reporter_tx.c,mlx5e_reporter_tx_timeout,drivers/net/ethernet/mellanox/mlx5/core/en/reporter_rx.c,mlx5e_reporter_rq_cqe_err,
CVE-2021-45480,torvalds/linux,5f9562ebe710c307adc5f666bf1a2162ee7977c0,drivers/hv/connection.c,__rds_conn_create,drivers/scsi/lpfc/lpfc_bsg.c,lpfc_issue_ct_rsp,
CVE-2024-26778,torvalds/linux,04e5eac8f3ab2ff52fa191c187a46d4fdbc1e288,drivers/video/fbdev/savage/savagefb_driver.c,savagefb_check_var,drivers/video/fbdev/gbefb.c,gbefb_check_var,
CVE-2021-3178,torvalds/linux,51b2ee7d006a736a9126e8111d1f24e4fd0afaa6,fs/nfsd/nfs3xdr.c,compose_entry_fh,drivers/net/ethernet/intel/ice/ice_ptp.c,ice_ptp_wait_for_offsets,
CVE-2021-31440,torvalds/linux,10bf4e83167cc68595b85fd73bb91e8f2c086e36,drivers/net/ethernet/netronome/nfp/bpf/verifier.c,__reg_combine_64_into_32,drivers/md/dm-flakey.c,flakey_end_io,
CVE-2022-3531,torvalds/linux,6d2e21dc4db3933db65293552ecc1ede26febeca,tools/testing/selftests/bpf/prog_tests/kprobe_multi_test.c,get_syms,drivers/net/ethernet/freescale/fec_mpc52xx_phy.c,mpc52xx_fec_mdio_probe,
CVE-2021-47169,torvalds/linux,016002848c82eeb5d460489ce392d91fe18c475c,drivers/tty/serial/rp2.c,rp2_remove,drivers/pinctrl/pinctrl-as3722.c,as3722_pinctrl_get_funcs_count,
CVE-2021-47048,torvalds/linux,a2c5bedb2d55dd27c642c7b9fb6886d7ad7bdb58,drivers/spi/spi-zynqmp-gqspi.c,zynqmp_qspi_exec_op,drivers/gpu/drm/drm_vblank.c,drm_wait_vblank_ioctl,
CVE-2023-2176,torvalds/linux,8d037973d48c026224ab285e6a06985ccac6f7bf,drivers/infiniband/core/cma.c,cma_format_hdr,drivers/infiniband/core/cma.c,cma_format_hdr,
CVE-2023-2176,torvalds/linux,8d037973d48c026224ab285e6a06985ccac6f7bf,drivers/infiniband/core/cma.c,rdma_resolve_addr,drivers/infiniband/core/cma.c,rdma_resolve_addr,FP
CVE-2023-2176,torvalds/linux,8d037973d48c026224ab285e6a06985ccac6f7bf,drivers/infiniband/core/cma.c,rdma_resolve_addr,drivers/pci/controller/pcie-mediatek.c,mtk_pcie_probe,
CVE-2022-39842,torvalds/linux,a09d2d00af53b43c6f11e6ab3cb58443c2cac8a7,drivers/video/fbdev/pxa3xx-gcu.c,pxa3xx_gcu_write,drivers/pinctrl/pinctrl-eyeq5.c,eq5p_probe,
CVE-2024-26790,torvalds/linux,9d739bccf261dd93ec1babf82f5c5d71dd4caa3e,drivers/dma/fsl-qdma.c,fsl_qdma_comp_fill_memcpy,drivers/net/wireless/quantenna/qtnfmac/commands.c,qtnf_cmd_netdev_changeupper,
CVE-2020-36779,torvalds/linux,2c662660ce2bd3b09dae21a9a9ac9395e1e6c00b,drivers/i2c/busses/i2c-stm32f7.c,stm32f7_i2c_unreg_slave,drivers/pinctrl/pinctrl-rockchip.c,rv1126_calc_drv_reg_and_bit,
CVE-2021-47087,torvalds/linux,18549bf4b21c739a9def39f27dcac53e27286ab5,arch/arm/probes/uprobes/core.c,optee_pool_op_alloc_helper,drivers/xen/xlate_mmu.c,xen_xlate_map_ballooned_pages,
CVE-2022-0492,torvalds/linux,24f6008564183aa120d07c03d9289519c2fe02af,kernel/cgroup/cgroup-v1.c,cgroup_release_agent_write,drivers/gpu/drm/amd/amdgpu/amdgpu_discovery.c,amdgpu_discovery_sysfs_fini,
CVE-2024-0340,torvalds/linux,4d8df0f5f79f747d75a7d356d9b9ea40a4e4c8a9,drivers/vhost/vhost.c,vhost_new_msg,drivers/scsi/53c700.c,NCR_700_sdev_init,
CVE-2023-5972,torvalds/linux,505ce0630ad5d31185695f8a29dde8d29f28faa7,net/netfilter/nf_tables_api.c,nft_expr_inner_parse,drivers/net/ethernet/netronome/nfp/nfp_net_xsk.c,nfp_net_xsk_setup_pool,
CVE-2021-46966,torvalds/linux,e483bb9a991bdae29a0caa4b3a6d002c968f94aa,custom_method.c,cm_write,drivers/net/ethernet/intel/ice/ice_sched.c,ice_sched_move_nodes,
CVE-2022-20153,torvalds/linux,f70865db5ff35f5ed0c7e9ef63e7cca3d4947f04,io_uring/io_uring.c,io_refs_resurrect,drivers/scsi/elx/efct/efct_xport.c,efct_xport_alloc,
CVE-2021-28711,torvalds/linux,0fd08a34e8e3b67ec9bd8287ac0facf8374b844a,drivers/block/xen-blkfront.c,setup_blkring,drivers/scsi/xen-scsifront.c,scsifront_alloc_ring,
CVE-2024-26663,torvalds/linux,3871aa01e1a779d866fa9dfdd5a836f342f4eb87,net/tipc/bearer.c,tipc_nl_bearer_add,drivers/net/macsec.c,macsec_del_rxsc,
CVE-2021-47175,torvalds/linux,e70f7a11876a1a788ceadf75e9e5f7af2c868680,net/sched/sch_fq_pie.c,fq_pie_qdisc_enqueue,drivers/scsi/scsi_scan.c,scsi_alloc_sdev,
CVE-2021-3490,torvalds/linux,049c4e13714ecbca567b4d5f6d563f05d431c80e,drivers/net/ethernet/netronome/nfp/bpf/verifier.c,scalar32_min_max_or,drivers/gpu/drm/nouveau/nvkm/subdev/pci/gk104.c,gk104_pcie_set_link_speed,
CVE-2018-20169,torvalds/linux,704620afc70cf47abb9d6a1a57f3825d2bca49cf,drivers/gpu/drm/tegra/hub.c,usb_enumerate_device_otg,drivers/pci/p2pdma.c,pci_p2pdma_add_resource,
CVE-2023-2008,torvalds/linux,05b252cccb2e5c3f56119d25de684b4f810ba40a,drivers/dma-buf/udmabuf.c,udmabuf_vm_fault,drivers/pinctrl/pinctrl-sx150x.c,sx150x_irq_bus_lock,
CVE-2021-34981,torvalds/linux,3cfdf8fcaafa62a4123f92eb0f4a72650da3a479,arch/arm/probes/uprobes/core.c,cmtp_add_connection,drivers/scsi/libiscsi.c,iscsi_eh_target_reset,
CVE-2017-16531,torvalds/linux,bd7a3fe770ebd8391d1c7d072ff88e9e76d063eb,arch/mips/pic32/pic32mzda/config.c,usb_parse_configuration,drivers/net/ethernet/mediatek/mtk_eth_soc.c,mtk_add_mac,
CVE-2023-6679,torvalds/linux,65c95f78917ea6fa7ff189a2c19879c4fe161873,drivers/dpll/dpll_netlink.c,dpll_pin_parent_pin_set,drivers/net/ethernet/broadcom/bnxt/bnxt.c,bnxt_get_queue_stats_tx,
CVE-2023-39198,torvalds/linux,c611589b4259ed63b9b77be6872b1ce07ec0ac16,drivers/gpu/drm/qxl/qxl_dumb.c,qxl_mode_dumb_create,drivers/media/platform/qcom/venus/vdec.c,vdec_verify_conf,
CVE-2023-3439,torvalds/linux,b561275d633bcd8e0e8055ab86f1a13df75a0269,arch/m68k/coldfire/device.c,mctp_dev_put,drivers/pinctrl/tegra/pinctrl-tegra.c,tegra_pinctrl_get_groups_count,
CVE-2024-26583,torvalds/linux,aec7961916f3f9e88766e2688992da6980f11b8d,net/tls/tls_sw.c,init_ctx_tx,drivers/scsi/sr.c,sr_packet,
CVE-2021-30002,torvalds/linux,fb18802a338b36f675a388fc03d2aa504a0d0899,drivers/media/v4l2-core/v4l2-ioctl.c,video_usercopy,drivers/gpio/gpio-idt3243x.c,idt_gpio_probe,
CVE-2022-26365,torvalds/linux,2f446ffe9d737e9a844b97887919c4fda18246e7,drivers/block/xen-blkfront.c,fill_grant_buffer,drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec.c,mlx5e_xfrm_free_state,
CVE-2017-7273,torvalds/linux,1ebb71143758f45dc0fa76e2f48429e13b16d110,drivers/hid/hid-cypress.c,cp_report_fixup,drivers/pinctrl/sunxi/pinctrl-sunxi.c,sunxi_pinctrl_desc_find_function_by_pin,
CVE-2021-4204,torvalds/linux,be80a1d3f9dbe5aee79a325964f7037fe2d92f30,tools/perf/util/btf.c,btf_check_func_arg_match,drivers/net/macsec.c,macsec_newlink,
CVE-2022-40307,torvalds/linux,9cb636b5f6a8cc6d1b50809ec8f8d33ae0c84c95,drivers/firmware/efi/capsule-loader.c,efi_capsule_flush,drivers/pinctrl/pinmux.c,pinmux_request_gpio,
CVE-2024-26596,torvalds/linux,844f104790bd69c2e4dbb9ee3eba46fde1fcea7b,drivers/gpu/drm/nouveau/nvkm/engine/dma/user.c,dsa_user_prechangeupper,drivers/net/ethernet/marvell/mvneta.c,mvneta_mac_link_down,
CVE-2023-52640,torvalds/linux,731ab1f9828800df871c5a7ab9ffe965317d3f15,fs/xattr.c,ntfs_list_ea,drivers/memory/omap-gpmc.c,gpmc_cs_bool_timings,
CVE-2024-26774,torvalds/linux,993bf0f4c393b3667830918f9247438a8f6fdb5b,fs/ext4/mballoc.c,mb_update_avg_fragment_size,drivers/md/dm-vdo/data-vio.c,uncompress_data_vio,
CVE-2024-26612,torvalds/linux,3be0b3ed1d76c6703b9ee482b55f7e01c369cc68,fs/netfs/fscache_cache.c,fscache_put_cache,drivers/crypto/omap-crypto.c,omap_crypto_align_sg,
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,arch/powerpc/kernel/kvm.c,kvm_cpu_down_prepare,drivers/pinctrl/core.h,pin_desc_get,
CVE-2020-27777,torvalds/linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764,arch/powerpc/kernel/rtas.c,rtas_initialize,drivers/hid/amd-sfh-hid/sfh1_1/amd_sfh_init.c,amd_sfh1_1_init,
CVE-2020-25672,torvalds/linux,7574fcdbdcb335763b6b322f6928dc0fd5730451,net/nfc/llcp_sock.c,llcp_sock_connect,drivers/net/dsa/mv88e6xxx/chip.c,mv88e6xxx_policy_insert,
CVE-2021-47094,torvalds/linux,3a0f64de479cae75effb630a2e0a237ca0d0623c,arch/x86/kvm/mmu/tdp_iter.c,tdp_iter_restart,drivers/soc/mediatek/mtk-dvfsrc.c,dvfsrc_set_vcore_level_v2,
CVE-2024-26642,torvalds/linux,16603605b667b70da974bea8216c93e7db043bf1,net/netfilter/nf_tables_api.c,nf_tables_newset,drivers/net/ethernet/mscc/ocelot_flower.c,ocelot_flower_parse_action,
CVE-2023-4622,torvalds/linux,57d44a354a43edba4ef9963327d4657d12edbfbc,net/unix/af_unix.c,maybe_init_creds,drivers/hid/hid-uclogic-core.c,uclogic_exec_event_hook,
CVE-2016-3135,torvalds/linux,d157bd761585605b7882935ffb86286919f62ea1,net/netfilter/x_tables.c,xt_alloc_table_info,drivers/gpu/drm/vkms/vkms_plane.c,vkms_plane_duplicate_state,
CVE-2021-47016,torvalds/linux,43262178c043032e7c42d00de44c818ba05f9967,arch/mips/pic32/pic32mzda/config.c,mvme16x_timer_int,drivers/iio/resolver/ad2s1210.c,ad2s1210_set_mode,
CVE-2022-3114,torvalds/linux,ed713e2bc093239ccd380c2ce8ae9e4162f5c037,arch/mips/lantiq/clk.c,imx_register_uart_clocks,drivers/cdrom/cdrom.c,cdrom_ioctl_media_changed,
CVE-2021-39711,torvalds/linux,6e6fddc78323533be570873abb728b7e0ba7e024,net/bpf/test_run.c,bpf_prog_test_run_skb,drivers/scsi/lpfc/lpfc_sli.c,lpfc_sli4_sp_handle_els_wcqe,
CVE-2024-26623,torvalds/linux,7e82a8745b951b1e794cc780d46f3fbee5e93447,drivers/net/ethernet/amd/pds_core/adminq.c,pdsc_process_adminq,drivers/net/ethernet/amazon/ena/ena_eth_com.h,ena_com_is_doorbell_needed,
CVE-2021-33631,torvalds/linux,5c099c4fdc438014d5893629e70a8ba934433ee8,arch/s390/hypfs/inode.c,ext4_write_end,drivers/net/ethernet/intel/e1000/e1000_hw.c,e1000_phy_get_info,
CVE-2021-47030,torvalds/linux,49cc85059a2cb656f96ff3693f891e8fe8f669a9,drivers/net/ethernet/apm/xgene-v2/mac.c,mt7615_coredump_work,drivers/hv/channel_mgmt.c,vmbus_onopen_result,
CVE-2022-3595,torvalds/linux,b854b4ee66437e6e1622fda90529c814978cb4ca,fs/smb/client/sess.c,sess_free_buffer,drivers/media/pci/netup_unidvb/netup_unidvb_core.c,netup_unidvb_dma_setup,
CVE-2023-4389,torvalds/linux,168a2f776b9762f4021421008512dd7ab7474df1,fs/btrfs/disk-io.c,btrfs_get_root_ref,drivers/gpu/drm/i915/gvt/handlers.c,intel_vgpu_mmio_reg_rw,
CVE-2016-5195,torvalds/linux,19be0eaffa3ac7d8eb6784ad9bdbc7d67ed8e619,mm/gup.c,can_follow_write_pte,drivers/pinctrl/pinctrl-xway.c,pinmux_xway_init,
CVE-2023-28772,torvalds/linux,d3b16034a24a112bb83aeb669ac5b9b01f744bb7,lib/seq_buf.c,seq_buf_putmem_hex,drivers/media/tuners/mt2266.c,mt2266_attach,
CVE-2021-3348,torvalds/linux,b98e762e3d71e893b221f871825dc64694cfb258,drivers/block/nbd.c,nbd_add_socket,drivers/pci/controller/pcie-brcmstb.c,brcm_pcie_enable_msi,
CVE-2023-1195,torvalds/linux,153695d36ead0ccc4d0256953c751cabf673e621,tools/testing/selftests/net/tcp_ao/connect.c,cifs_put_tcp_session,drivers/nvme/host/core.c,nvme_remove_namespaces,
CVE-2022-4127,torvalds/linux,d785a773bed966a75ca1f11d108ae1897189975b,io_uring/io_uring.c,io_files_update_with_index_alloc,drivers/net/pse-pd/pd692x0.c,pd692x0_fw_write_line,
CVE-2021-47008,torvalds/linux,a3ba26ecfb569f4aa3f867e80c02aa65f20aadad,arch/x86/virt/svm/sev.c,sev_vcpu_deliver_sipi_vector,drivers/net/ethernet/chelsio/cxgb4/cxgb4_dcb.c,cxgb4_getpfcstate,
CVE-2021-47141,torvalds/linux,5218e919c8d06279884aa0baf76778a6817d5b93,drivers/net/ethernet/google/gve/gve_main.c,gve_free_notify_blocks,drivers/scsi/bfa/bfa_fcpim.c,bfa_ioim_sm_qfull,
CVE-2020-0009,torvalds/linux,6d67b0290b4b84c477e6a2fc6e005e174d3c7786,ashmem.c,ashmem_vmfile_get_unmapped_area,drivers/net/ethernet/mellanox/mlx5/core/en_tc.c,skip_key_basic,
CVE-2020-36312,torvalds/linux,f65886606c2d3b562716de030706dfe1bea4ed5e,virt/kvm/kvm_main.c,kvm_io_bus_unregister_dev,drivers/usb/atm/ueagle-atm.c,load_XILINX_firmware,
CVE-2021-46929,torvalds/linux,5ec7d18d1813a5bead0b495045606c93873aecbb,arch/s390/kvm/diag.c,sctp_sock_filter,drivers/pinctrl/pinctrl-keembay.c,keembay_request_gpio,
CVE-2021-3640,torvalds/linux,99c23da0eed4fd20cae8243f2b51e10e66aa0951,net/bluetooth/sco.c,sco_sock_sendmsg,drivers/pinctrl/pinctrl-rp1.c,rp1_gpio_irq_set_affinity,
CVE-2021-21781,torvalds/linux,9c698bff66ab4914bb3d71da7dc6112519bde23e,arch/loongarch/kernel/signal.c,get_signal_page,drivers/media/platform/nuvoton/npcm-video.c,npcm_video_build_table,
CVE-2021-47090,torvalds/linux,2a57d83c78f889bf3f54eede908d0643c40d5418,mm/memory-failure.c,soft_offline_page,drivers/isdn/mISDN/socket.c,base_sock_bind,
CVE-2015-8575,torvalds/linux,5233252fce714053f0151680933571a2da9cbfb4,net/bluetooth/sco.c,sco_sock_bind,drivers/net/ethernet/chelsio/inline_crypto/chtls/chtls_cm.c,chtls_rx_cmp,
CVE-2022-4128,torvalds/linux,5c835bb142d4013c2ab24bff5ae9f6709a39cbcf,drivers/usb/storage/protocol.c,mptcp_disconnect,drivers/misc/vmw_vmci/vmci_host.c,vmci_host_do_ctx_get_cpt_state,
CVE-2022-21385,torvalds/linux,ea010070d0a7497253d5a6f919f6dd107450b31a,drivers/net/ethernet/mellanox/mlx5/core/rdma.c,rds_rdma_extra_size,drivers/scsi/st.c,sgl_map_user_pages,
CVE-2021-44879,torvalds/linux,9056d6489f5a41cfbb67f719d2c0ce61ead72d9f,security/keys/gc.c,gc_data_segment,drivers/net/ethernet/xscale/ixp4xx_eth.c,eth_open,
CVE-2021-47172,torvalds/linux,f2a772c51206b0c3f262e4f6a3812c89a650191b,drivers/iio/adc/ad7124.c,ad7124_of_parse_channel_config,drivers/scsi/lpfc/lpfc_bsg.c,lpfc_rd_obj_emb0_handle_job,
CVE-2023-23003,torvalds/linux,0a515a06c5ebfa46fee3ac519e418f801e718da4,tools/perf/tests/expr.c,expr__ctx_new,drivers/net/macvlan.c,macvlan_change_mtu,
CVE-2020-25212,torvalds/linux,b4487b93545214a9db8cbf32e86411677b0cca21,fs/nfsd/nfs4xdr.c,decode_attr_security_label,drivers/phy/amlogic/phy-meson-g12a-usb2.c,phy_meson_g12a_usb2_probe,
CVE-2016-2188,torvalds/linux,b7321e81fc369abe353cf094d4f0dc2fe11ab95f,drivers/usb/misc/iowarrior.c,iowarrior_probe,drivers/pinctrl/qcom/pinctrl-ssbi-gpio.c,pm8xxx_gpio_probe,
CVE-2021-28713,torvalds/linux,fe415186b43df0db1f17fa3a46275fd92107fe71,drivers/tty/hvc/hvc_xen.c,xencons_connect_backend,drivers/pci/xen-pcifront.c,pcifront_publish_info,
CVE-2024-26669,torvalds/linux,32f2a0afa95fae0d1ceec2ff06e0e816939964b8,net/sched/cls_api.c,tc_chain_tmplt_add,drivers/scsi/qedi/qedi_iscsi.c,qedi_data_avail,
CVE-2024-26745,torvalds/linux,09a3c1e46142199adcee372a420b024b4fc61051,arch/sparc/kernel/iommu.c,find_existing_ddw_windows_named,drivers/scsi/arm/queue.c,queue_remove_cmd,
CVE-2023-6039,torvalds/linux,1e7417c188d0a83fb385ba2dbe35fd2563f2b6f3,drivers/net/usb/lan78xx.c,lan78xx_disconnect,drivers/net/ethernet/sfc/ef100_rep.c,efx_ef100_rep_create_netdev,
CVE-2021-46944,torvalds/linux,3630901933afba1d16c462b04d569b7576339223,drivers/staging/media/ipu3/ipu3-v4l2.c,imgu_fmt,drivers/staging/media/ipu3/ipu3-v4l2.c,imgu_fmt,
CVE-2021-47128,torvalds/linux,ff40e51043af63715ab413995ff46996ecf9583f,drivers/media/platform/qcom/venus/helpers.c,bpf_base_func_proto,drivers/media/rc/bpf-lirc.c,lirc_mode2_func_proto,
CVE-2022-0644,torvalds/linux,032146cda85566abcd1c4884d9d23e4e30a07e9a,fs/kernel_read_file.c,kernel_read_file_from_fd,drivers/pinctrl/starfive/pinctrl-starfive-jh7100.c,starfive_gpio_get,
CVE-2022-3170,torvalds/linux,6ab55ec0a938c7f943a4edba3d6514f775983887,arch/arm/mach-omap2/control.c,get_ctl_id_hash,drivers/net/ethernet/meta/fbnic/fbnic_txrx.c,fbnic_unmap_page_twd,
CVE-2023-52565,torvalds/linux,41ebaa5e0eebea4c3bac96b72f9f8ae0d77c0bdb,drivers/media/usb/uvc/uvc_ctrl.c,uvc_query_v4l2_menu,drivers/net/wireless/ath/wil6210/debugfs.c,wil_link_stats_write,
CVE-2021-47083,torvalds/linux,2d5446da5acecf9c67db1c9d55ae2c3e5de01f8d,drivers/pinctrl/mediatek/pinctrl-mtk-common-v2.c,mtk_xt_get_gpio_n,drivers/pinctrl/mediatek/pinctrl-mtk-common.c,mtk_gpio_to_irq,
CVE-2020-25284,torvalds/linux,f44d04e696feaf13d192d942c4f14ad2e117065a,drivers/block/rbd.c,rbd_config_info_show,drivers/pinctrl/pinconf.c,pinconf_check_ops,
CVE-2021-4083,torvalds/linux,054aa8d439b9185d4f5eb9a90282d1ce74772969,arch/mips/fw/arc/file.c,__fget_files,drivers/pci/access.c,pci_cfg_access_trylock,
CVE-2021-47129,torvalds/linux,1710eb913bdcda3917f44d383c32de6bdabfc836,net/netfilter/nft_ct.c,nft_ct_expect_obj_eval,drivers/net/can/can327.c,can327_ldisc_open,
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,net/nfc/rawsock.c,rawsock_create,drivers/net/usb/hso.c,hso_mux_serial_read,
